id,date_time,not_rain_pxl,sequence,rain_category
2450234,2024-10-24 20:40:00,191004,3,2
2450214,2024-10-24 20:30:00,191402,3,2
2450194,2024-10-24 20:20:00,191733,3,2
2450174,2024-10-24 20:10:00,192001,3,2
2450134,2024-10-24 20:00:00,192404,3,2
2450114,2024-10-24 19:50:00,192629,3,2
2450096,2024-10-24 19:40:00,192585,3,2
2450074,2024-10-24 19:30:00,192227,3,2
2450054,2024-10-24 19:20:00,191797,3,2
2450034,2024-10-24 19:10:00,191702,3,2
2449994,2024-10-24 19:00:00,191502,3,2
2449974,2024-10-24 18:50:00,191390,3,2
2449956,2024-10-24 18:40:00,191238,3,2
2449934,2024-10-24 18:30:00,191412,3,2
2449911,2024-10-24 18:20:00,191661,3,2
2449894,2024-10-24 18:10:00,191863,3,2
2449856,2024-10-24 18:00:00,192122,3,2
2449836,2024-10-24 17:50:00,192229,3,2
2449814,2024-10-24 17:40:00,192601,3,2
2449796,2024-10-24 17:30:00,192352,3,2
2449774,2024-10-24 17:20:00,192785,3,2
2449754,2024-10-24 17:10:00,192556,3,2
2449714,2024-10-24 17:00:00,192346,3,2
2449694,2024-10-24 16:50:00,191957,3,2
2449674,2024-10-24 16:40:00,192319,3,2
2449654,2024-10-24 16:30:00,192167,3,2
2449634,2024-10-24 16:20:00,191616,3,2
2449616,2024-10-24 16:10:00,191328,3,2
2449574,2024-10-24 16:00:00,190913,3,2
2449554,2024-10-24 15:50:00,191180,3,2
2449534,2024-10-24 15:40:00,191486,3,2
2449514,2024-10-24 15:30:00,191294,3,2
2449496,2024-10-24 15:20:00,191338,3,2
2449476,2024-10-24 15:10:00,191516,3,2
2449436,2024-10-24 15:00:00,191880,3,2
2449414,2024-10-24 14:50:00,192192,3,2
2449394,2024-10-24 14:40:00,192008,3,2
2449374,2024-10-24 14:30:00,191576,3,2
2449356,2024-10-24 14:20:00,190778,3,2
2449336,2024-10-24 14:10:00,190588,3,2
2449294,2024-10-24 14:00:00,189913,3,2
2449274,2024-10-24 13:50:00,189782,3,2
2449254,2024-10-24 13:40:00,188952,3,2
2449234,2024-10-24 13:30:00,188492,3,2
2449214,2024-10-24 13:20:00,187786,3,2
2449191,2024-10-24 13:10:00,186701,3,3
2449154,2024-10-24 13:00:00,186427,3,3
2449134,2024-10-24 12:50:00,186133,3,3
2449114,2024-10-24 12:40:00,185909,3,3
2449094,2024-10-24 12:30:00,185354,3,3
2449074,2024-10-24 12:20:00,184295,3,3
2449056,2024-10-24 12:10:00,183406,3,3
2449014,2024-10-24 12:00:00,182782,3,3
2448994,2024-10-24 11:50:00,182191,3,3
2448974,2024-10-24 11:40:00,181424,3,3
2448954,2024-10-24 11:30:00,178953,3,3
2448934,2024-10-24 11:20:00,177926,3,3
2448914,2024-10-24 11:10:00,176060,3,3
2448874,2024-10-24 11:00:00,173627,3,3
2448856,2024-10-24 10:50:00,172709,3,3
2448834,2024-10-24 10:40:00,170193,3,3
2448814,2024-10-24 10:30:00,168181,3,4
2448794,2024-10-24 10:20:00,166972,3,4
2448774,2024-10-24 10:10:00,165413,3,4
2448736,2024-10-24 10:00:00,163444,3,4
2448716,2024-10-24 09:50:00,161190,3,4
2448696,2024-10-24 09:40:00,159336,3,4
2448676,2024-10-24 09:30:00,156602,3,4
2448654,2024-10-24 09:20:00,154774,3,4
2448634,2024-10-24 09:10:00,152745,3,4
2448594,2024-10-24 09:00:00,151233,3,4
2448574,2024-10-24 08:50:00,150081,3,4
2448554,2024-10-24 08:40:00,149533,3,4
2448534,2024-10-24 08:30:00,149230,3,4
2448514,2024-10-24 08:20:00,149480,3,4
2448496,2024-10-24 08:10:00,149136,3,4
2448454,2024-10-24 08:00:00,149035,3,4
2448436,2024-10-24 07:50:00,150012,3,4
2448416,2024-10-24 07:40:00,151524,3,4
2448394,2024-10-24 07:30:00,152716,3,4
2448374,2024-10-24 07:20:00,154956,3,4
2448356,2024-10-24 07:10:00,158284,3,4
2448314,2024-10-24 07:00:00,160493,3,4
2448294,2024-10-24 06:50:00,161986,3,4
2448276,2024-10-24 06:40:00,163301,3,4
2448256,2024-10-24 06:30:00,163124,3,4
2448236,2024-10-24 06:20:00,164464,3,4
2448214,2024-10-24 06:10:00,164429,3,4
2448174,2024-10-24 06:00:00,164700,3,4
2448156,2024-10-24 05:50:00,165207,3,4
2448136,2024-10-24 05:40:00,164837,3,4
2448116,2024-10-24 05:30:00,165311,3,4
2448094,2024-10-24 05:20:00,166495,3,4
2448074,2024-10-24 05:10:00,167133,3,4
2448034,2024-10-24 05:00:00,167888,3,4
2448016,2024-10-24 04:50:00,167829,3,4
2447996,2024-10-24 04:40:00,168881,3,3
2447976,2024-10-24 04:30:00,169103,3,3
2447954,2024-10-24 04:20:00,168803,3,3
2447934,2024-10-24 04:10:00,168348,3,4
2447894,2024-10-24 04:00:00,168893,3,3
2447874,2024-10-24 03:50:00,169053,3,3
2447854,2024-10-24 03:40:00,167853,3,4
2447834,2024-10-24 03:30:00,167644,3,4
2447814,2024-10-24 03:20:00,169241,3,3
2447794,2024-10-24 03:10:00,170046,3,3
2447756,2024-10-24 03:00:00,169881,3,3
2447734,2024-10-24 02:50:00,169803,3,3
2447714,2024-10-24 02:40:00,169378,3,3
2447694,2024-10-24 02:30:00,169266,3,3
2447671,2024-10-24 02:20:00,168734,3,3
2447651,2024-10-24 02:10:00,167163,3,4
2447616,2024-10-24 02:00:00,165966,3,4
2447596,2024-10-24 01:50:00,164579,3,4
2447576,2024-10-24 01:40:00,161361,3,4
2447556,2024-10-24 01:30:00,158458,3,4
2447536,2024-10-24 01:20:00,156232,3,4
2447516,2024-10-24 01:10:00,155657,3,4
2447476,2024-10-24 01:00:00,154636,3,4
2447456,2024-10-24 00:50:00,154119,3,4
2447436,2024-10-24 00:40:00,153562,3,4
2447416,2024-10-24 00:30:00,153016,3,4
2447396,2024-10-24 00:20:00,151212,3,4
2447341,2024-10-23 23:50:00,146277,4,4
2447321,2024-10-23 23:40:00,144958,4,4
2447301,2024-10-23 23:30:00,145645,4,4
2447281,2024-10-23 23:20:00,145101,4,4
2447261,2024-10-23 23:10:00,144135,4,4
2447221,2024-10-23 23:00:00,144633,4,4
2447201,2024-10-23 22:50:00,144879,4,4
2447181,2024-10-23 22:40:00,144568,4,4
2447161,2024-10-23 22:30:00,141636,4,4
2447141,2024-10-23 22:20:00,139551,4,4
2447121,2024-10-23 22:10:00,137253,4,4
2447081,2024-10-23 22:00:00,135080,4,4
2447061,2024-10-23 21:50:00,129350,4,4
2447041,2024-10-23 21:40:00,128489,4,4
2447021,2024-10-23 21:30:00,125191,4,4
2447001,2024-10-23 21:20:00,119674,4,4
2446981,2024-10-23 21:10:00,117021,4,4
2446941,2024-10-23 21:00:00,112797,4,4
2446921,2024-10-23 20:50:00,111199,4,4
2446901,2024-10-23 20:40:00,109125,4,4
2446881,2024-10-23 20:30:00,109530,4,4
2446861,2024-10-23 20:20:00,109940,4,4
2446841,2024-10-23 20:10:00,110702,4,4
2446801,2024-10-23 20:00:00,107803,4,4
2446781,2024-10-23 19:50:00,106221,4,4
2446761,2024-10-23 19:40:00,106303,4,4
2446741,2024-10-23 19:30:00,103320,4,4
2446721,2024-10-23 19:20:00,98744,4,4
2446699,2024-10-23 19:10:00,88334,4,4
2446661,2024-10-23 18:50:00,89527,5,4
2446641,2024-10-23 18:40:00,89967,5,4
2446618,2024-10-23 18:30:00,87673,5,4
2446601,2024-10-23 18:20:00,86435,5,4
2446581,2024-10-23 18:10:00,86637,5,4
2446541,2024-10-23 18:00:00,85913,5,4
2446521,2024-10-23 17:50:00,85610,5,4
2446501,2024-10-23 17:40:00,84193,5,4
2446481,2024-10-23 17:30:00,82330,5,4
2446461,2024-10-23 17:20:00,79472,5,4
2446441,2024-10-23 17:10:00,78266,5,4
2446401,2024-10-23 17:00:00,76278,5,4
2446381,2024-10-23 16:50:00,74927,5,4
2446361,2024-10-23 16:40:00,76631,5,4
2446341,2024-10-23 16:30:00,77933,5,4
2446321,2024-10-23 16:20:00,79777,5,4
2446301,2024-10-23 16:10:00,82193,5,4
2446261,2024-10-23 16:00:00,84994,5,4
2446241,2024-10-23 15:50:00,88699,5,4
2446223,2024-10-23 15:40:00,91716,5,4
2446201,2024-10-23 15:30:00,95254,5,4
2446181,2024-10-23 15:20:00,98423,5,4
2446161,2024-10-23 15:10:00,99778,5,4
2446118,2024-10-23 15:00:00,100388,5,4
2446101,2024-10-23 14:50:00,101288,5,4
2446078,2024-10-23 14:40:00,102620,5,4
2446061,2024-10-23 14:30:00,102295,5,4
2446041,2024-10-23 14:20:00,101844,5,4
2446021,2024-10-23 14:10:00,103349,5,4
2445981,2024-10-23 14:00:00,103488,5,4
2445961,2024-10-23 13:50:00,107547,5,4
2445941,2024-10-23 13:40:00,108586,5,4
2445921,2024-10-23 13:30:00,109857,5,4
2445901,2024-10-23 13:20:00,112638,5,4
2445883,2024-10-23 13:10:00,117329,5,4
2445841,2024-10-23 13:00:00,118846,5,4
2445821,2024-10-23 12:50:00,122097,5,4
2445801,2024-10-23 12:40:00,125966,5,4
2445781,2024-10-23 12:30:00,129328,5,4
2445761,2024-10-23 12:20:00,132771,5,4
2445741,2024-10-23 12:10:00,136618,5,4
2445701,2024-10-23 12:00:00,140265,5,4
2445683,2024-10-23 11:50:00,144599,5,4
2445663,2024-10-23 11:40:00,148102,5,4
2445640,2024-10-23 11:30:00,149656,5,4
2445621,2024-10-23 11:20:00,152011,5,4
2445603,2024-10-23 11:10:00,154644,5,4
2445561,2024-10-23 11:00:00,158249,5,4
2445541,2024-10-23 10:50:00,160017,5,4
2445521,2024-10-23 10:40:00,163852,5,4
2445503,2024-10-23 10:30:00,166218,5,4
2445481,2024-10-23 10:20:00,167068,5,4
2445461,2024-10-23 10:10:00,167096,5,4
2445421,2024-10-23 10:00:00,167690,5,4
2445401,2024-10-23 09:50:00,166985,5,4
2445381,2024-10-23 09:40:00,166517,5,4
2445361,2024-10-23 09:30:00,166151,5,4
2445341,2024-10-23 09:20:00,168136,5,4
2445323,2024-10-23 09:10:00,168637,5,3
2445281,2024-10-23 09:00:00,168983,5,3
2445263,2024-10-23 08:50:00,169020,5,3
2445243,2024-10-23 08:40:00,168979,5,3
2445223,2024-10-23 08:30:00,168024,5,4
2445203,2024-10-23 08:20:00,167899,5,4
2445181,2024-10-23 08:10:00,168598,5,3
2445143,2024-10-23 08:00:00,168596,5,3
2445121,2024-10-23 07:50:00,168651,5,3
2445103,2024-10-23 07:40:00,169037,5,3
2445081,2024-10-23 07:30:00,168867,5,3
2445061,2024-10-23 07:20:00,169828,5,3
2445043,2024-10-23 07:10:00,171245,5,3
2445001,2024-10-23 07:00:00,171773,5,3
2444983,2024-10-23 06:50:00,173110,5,3
2444961,2024-10-23 06:40:00,174381,5,3
2444941,2024-10-23 06:30:00,175580,5,3
2444921,2024-10-23 06:20:00,175392,5,3
2444903,2024-10-23 06:10:00,176494,5,3
2444861,2024-10-23 06:00:00,178009,5,3
2444841,2024-10-23 05:50:00,179204,5,3
2444821,2024-10-23 05:40:00,179907,5,3
2444801,2024-10-23 05:30:00,181471,5,3
2444778,2024-10-23 05:20:00,182890,5,3
2444761,2024-10-23 05:10:00,183643,5,3
2444720,2024-10-23 05:00:00,184738,5,3
2444701,2024-10-23 04:50:00,185598,5,3
2444681,2024-10-23 04:40:00,186561,5,3
2444661,2024-10-23 04:30:00,187074,5,2
2444641,2024-10-23 04:20:00,187908,5,2
2444621,2024-10-23 04:10:00,189165,5,2
2444581,2024-10-23 04:00:00,190091,5,2
2444561,2024-10-23 03:50:00,190662,5,2
2444541,2024-10-23 03:40:00,191232,5,2
2444521,2024-10-23 03:30:00,191935,5,2
2444501,2024-10-23 03:20:00,192172,5,2
2444483,2024-10-23 03:10:00,192636,5,2
2444441,2024-10-23 03:00:00,193003,5,2
2444421,2024-10-23 02:50:00,193507,5,1
2444403,2024-10-23 02:40:00,194133,5,1
2444381,2024-10-23 02:30:00,194619,5,1
2444361,2024-10-23 02:20:00,194518,5,1
2444341,2024-10-23 02:10:00,194357,5,1
2439920,2024-10-20 00:30:00,196065,6,0
2439900,2024-10-20 00:25:00,196028,6,0
2439882,2024-10-20 00:20:00,196035,6,0
2439862,2024-10-20 00:10:00,195943,6,0
2439849,2024-10-20 00:00:00,195913,6,0
2439829,2024-10-19 23:50:00,195710,6,0
2439809,2024-10-19 23:40:00,195333,6,0
2439791,2024-10-19 23:30:00,194886,6,1
2439769,2024-10-19 23:20:00,195070,6,1
2439751,2024-10-19 23:10:00,194840,6,1
2439706,2024-10-19 23:00:00,194245,6,1
2439689,2024-10-19 22:50:00,194434,6,1
2439669,2024-10-19 22:40:00,194290,6,1
2439651,2024-10-19 22:30:00,194428,6,1
2439631,2024-10-19 22:20:00,193907,6,1
2439609,2024-10-19 22:10:00,193582,6,1
2439569,2024-10-19 22:00:00,193230,6,1
2439549,2024-10-19 21:50:00,193477,6,1
2439531,2024-10-19 21:40:00,194027,6,1
2439509,2024-10-19 21:30:00,194171,6,1
2439491,2024-10-19 21:20:00,194652,6,1
2439469,2024-10-19 21:10:00,195075,6,1
2439431,2024-10-19 21:00:00,195174,6,0
2439409,2024-10-19 20:50:00,195319,6,0
2439389,2024-10-19 20:40:00,194961,6,1
2439369,2024-10-19 20:30:00,194425,6,1
2439349,2024-10-19 20:20:00,194118,6,1
2439329,2024-10-19 20:10:00,192853,6,2
2439289,2024-10-19 20:00:00,190343,6,2
2439269,2024-10-19 19:50:00,188256,6,2
2439251,2024-10-19 19:40:00,186869,6,2
2439229,2024-10-19 19:30:00,185475,6,3
2439209,2024-10-19 19:20:00,184056,6,3
2439191,2024-10-19 19:10:00,182528,6,3
2439149,2024-10-19 19:00:00,181399,6,3
2439129,2024-10-19 18:50:00,180165,6,3
2439109,2024-10-19 18:40:00,178921,6,3
2439089,2024-10-19 18:30:00,176632,6,3
2439069,2024-10-19 18:20:00,175334,6,3
2439049,2024-10-19 18:10:00,172956,6,3
2439009,2024-10-19 18:00:00,170999,6,3
2438989,2024-10-19 17:50:00,168308,6,4
2438969,2024-10-19 17:40:00,166004,6,4
2438949,2024-10-19 17:30:00,163742,6,4
2438931,2024-10-19 17:20:00,162274,6,4
2438911,2024-10-19 17:10:00,162603,6,4
2438869,2024-10-19 17:00:00,162752,6,4
2438849,2024-10-19 16:50:00,163813,6,4
2438829,2024-10-19 16:40:00,164714,6,4
2438809,2024-10-19 16:30:00,166439,6,4
2438789,2024-10-19 16:20:00,166943,6,4
2438769,2024-10-19 16:10:00,166676,6,4
2438729,2024-10-19 16:00:00,167184,6,4
2438709,2024-10-19 15:50:00,167745,6,4
2438691,2024-10-19 15:40:00,166867,6,4
2438669,2024-10-19 15:30:00,166148,6,4
2438649,2024-10-19 15:20:00,166459,6,4
2438631,2024-10-19 15:10:00,165682,6,4
2438589,2024-10-19 15:00:00,166148,6,4
2438571,2024-10-19 14:50:00,168828,6,3
2438551,2024-10-19 14:40:00,170282,6,3
2438531,2024-10-19 14:30:00,172892,6,3
2438509,2024-10-19 14:20:00,175916,6,3
2438489,2024-10-19 14:10:00,178149,6,3
2438449,2024-10-19 14:00:00,180231,6,3
2438429,2024-10-19 13:50:00,181236,6,3
2438409,2024-10-19 13:40:00,182257,6,3
2438391,2024-10-19 13:30:00,183283,6,3
2438371,2024-10-19 13:20:00,184705,6,3
2438349,2024-10-19 13:10:00,185703,6,3
2438309,2024-10-19 13:00:00,184710,6,3
2438289,2024-10-19 12:50:00,184420,6,3
2438269,2024-10-19 12:40:00,183475,6,3
2438249,2024-10-19 12:30:00,182121,6,3
2438229,2024-10-19 12:20:00,181773,6,3
2438211,2024-10-19 12:10:00,181352,6,3
2438169,2024-10-19 12:00:00,181134,6,3
2438149,2024-10-19 11:50:00,181079,6,3
2438131,2024-10-19 11:40:00,180878,6,3
2438109,2024-10-19 11:30:00,181086,6,3
2438089,2024-10-19 11:20:00,181634,6,3
2438071,2024-10-19 11:10:00,182277,6,3
2438029,2024-10-19 11:00:00,183541,6,3
2438011,2024-10-19 10:50:00,184466,6,3
2437989,2024-10-19 10:40:00,185714,6,3
2437969,2024-10-19 10:30:00,186696,6,3
2437949,2024-10-19 10:20:00,188148,6,2
2437931,2024-10-19 10:10:00,189257,6,2
2437889,2024-10-19 10:00:00,191061,6,2
2437869,2024-10-19 09:50:00,192567,6,2
2437851,2024-10-19 09:40:00,193641,6,1
2437829,2024-10-19 09:30:00,194453,6,1
2437811,2024-10-19 09:20:00,194801,6,1
2437789,2024-10-19 09:10:00,194542,6,1
2437749,2024-10-19 09:00:00,193874,6,1
2437731,2024-10-19 08:50:00,193434,6,1
2437709,2024-10-19 08:40:00,192557,6,2
2437691,2024-10-19 08:30:00,192369,6,2
2437671,2024-10-19 08:20:00,191970,6,2
2437649,2024-10-19 08:10:00,191374,6,2
2437611,2024-10-19 08:00:00,191217,6,2
2437589,2024-10-19 07:50:00,190459,6,2
2437571,2024-10-19 07:40:00,191112,6,2
2437549,2024-10-19 07:30:00,192064,6,2
2437531,2024-10-19 07:20:00,192309,6,2
2437509,2024-10-19 07:10:00,192970,6,2
2437469,2024-10-19 07:00:00,193372,6,1
2437451,2024-10-19 06:50:00,192976,6,2
2437429,2024-10-19 06:40:00,192893,6,2
2437409,2024-10-19 06:30:00,191630,6,2
2437391,2024-10-19 06:20:00,191356,6,2
2437371,2024-10-19 06:10:00,191097,6,2
2437329,2024-10-19 06:00:00,191212,6,2
2437311,2024-10-19 05:50:00,190905,6,2
2437289,2024-10-19 05:40:00,189911,6,2
2437269,2024-10-19 05:30:00,188969,6,2
2437249,2024-10-19 05:20:00,188255,6,2
2437229,2024-10-19 05:10:00,188553,6,2
2437191,2024-10-19 05:00:00,188335,6,2
2437169,2024-10-19 04:50:00,188776,6,2
2437151,2024-10-19 04:40:00,187869,6,2
2437127,2024-10-19 04:30:00,187762,6,2
2437109,2024-10-19 04:25:00,188110,6,2
2437087,2024-10-19 04:20:00,188337,6,2
2437069,2024-10-19 04:15:00,188048,6,2
2437051,2024-10-19 04:10:00,188117,6,2
2437009,2024-10-19 04:00:00,186572,6,3
2436989,2024-10-19 03:50:00,186592,6,3
2436967,2024-10-19 03:40:00,186825,6,2
2436947,2024-10-19 03:35:00,186911,6,2
2436927,2024-10-19 03:30:00,186705,6,3
2436909,2024-10-19 03:25:00,186919,6,2
2436889,2024-10-19 03:20:00,186937,6,2
2436869,2024-10-19 03:10:00,186660,6,3
2436827,2024-10-19 03:00:00,186547,6,3
2436807,2024-10-19 02:55:00,186913,6,2
2436787,2024-10-19 02:50:00,186808,6,2
2436767,2024-10-19 02:45:00,186887,6,2
2436749,2024-10-19 02:40:00,186868,6,2
2436728,2024-10-19 02:30:00,186545,6,3
2436708,2024-10-19 02:20:00,187026,6,2
2436685,2024-10-19 02:10:00,187809,6,2
2436646,2024-10-19 02:00:00,188401,6,2
2436626,2024-10-19 01:55:00,188902,6,2
2436606,2024-10-19 01:50:00,189554,6,2
2436586,2024-10-19 01:45:00,190070,6,2
2436568,2024-10-19 01:40:00,190809,6,2
2436546,2024-10-19 01:35:00,190878,6,2
2436526,2024-10-19 01:30:00,191210,6,2
