id,date_time,not_rain_pxl
2453267,2024-10-25 23:50:00,179008
2453247,2024-10-25 23:40:00,180188
2453227,2024-10-25 23:30:00,181534
2453209,2024-10-25 23:20:00,181963
2453187,2024-10-25 23:10:00,182423
2453147,2024-10-25 23:00:00,183436
2453127,2024-10-25 22:50:00,184081
2453107,2024-10-25 22:40:00,184159
2453087,2024-10-25 22:30:00,184829
2453067,2024-10-25 22:20:00,186475
2453047,2024-10-25 22:10:00,188039
2453007,2024-10-25 22:00:00,188866
2452987,2024-10-25 21:50:00,189379
2452967,2024-10-25 21:40:00,190191
2452949,2024-10-25 21:30:00,191300
2452927,2024-10-25 21:20:00,192428
2452907,2024-10-25 21:10:00,193569
2452867,2024-10-25 21:00:00,194712
2452847,2024-10-25 20:50:00,194931
2452827,2024-10-25 20:40:00,195207
2452684,2024-10-25 18:30:00,196157
2452667,2024-10-25 18:20:00,196113
2452647,2024-10-25 18:10:00,195850
2452607,2024-10-25 18:00:00,195539
2452589,2024-10-25 17:50:00,195258
2452569,2024-10-25 17:40:00,195043
2452549,2024-10-25 17:30:00,194767
2452527,2024-10-25 17:20:00,194523
2452507,2024-10-25 17:10:00,194614
2452467,2024-10-25 17:00:00,194727
2452447,2024-10-25 16:50:00,194760
2452429,2024-10-25 16:40:00,194858
2452407,2024-10-25 16:30:00,194554
2452387,2024-10-25 16:20:00,193952
2452367,2024-10-25 16:10:00,193552
2452327,2024-10-25 16:00:00,193024
2452309,2024-10-25 15:50:00,192601
2452289,2024-10-25 15:40:00,192438
2452267,2024-10-25 15:30:00,192491
2452247,2024-10-25 15:20:00,192431
2452227,2024-10-25 15:10:00,192172
2452184,2024-10-25 15:00:00,192369
2452167,2024-10-25 14:50:00,192387
2452147,2024-10-25 14:40:00,192121
2452129,2024-10-25 14:30:00,191147
2452109,2024-10-25 14:20:00,190595
2452087,2024-10-25 14:10:00,190633
2452047,2024-10-25 14:00:00,191011
2452027,2024-10-25 13:50:00,191378
2452007,2024-10-25 13:40:00,191700
2451987,2024-10-25 13:30:00,191764
2451969,2024-10-25 13:20:00,191470
2451949,2024-10-25 13:10:00,191005
2451907,2024-10-25 13:00:00,190238
2451889,2024-10-25 12:50:00,190507
2451867,2024-10-25 12:40:00,191000
2451849,2024-10-25 12:30:00,191744
2451827,2024-10-25 12:20:00,192284
2451809,2024-10-25 12:10:00,192724
2451769,2024-10-25 12:00:00,192720
2451747,2024-10-25 11:50:00,192831
2451729,2024-10-25 11:40:00,192825
2451709,2024-10-25 11:30:00,192931
2451689,2024-10-25 11:20:00,192781
2451669,2024-10-25 11:10:00,193046
2451627,2024-10-25 11:00:00,193246
2451607,2024-10-25 10:50:00,193448
2451587,2024-10-25 10:40:00,193797
2451567,2024-10-25 10:30:00,194222
2451547,2024-10-25 10:20:00,193984
2451527,2024-10-25 10:10:00,194527
2451487,2024-10-25 10:00:00,194911
2451467,2024-10-25 09:50:00,195236
2451449,2024-10-25 09:40:00,195524
2451427,2024-10-25 09:30:00,195463
2451407,2024-10-25 09:20:00,195292
2451387,2024-10-25 09:10:00,195253
2450907,2024-10-25 01:40:00,195755
2450887,2024-10-25 01:30:00,195724
2450867,2024-10-25 01:20:00,195594
2450847,2024-10-25 01:10:00,195273
2450807,2024-10-25 01:00:00,195007
2450787,2024-10-25 00:50:00,194881
2450767,2024-10-25 00:40:00,194669
2450747,2024-10-25 00:30:00,194551
2450727,2024-10-25 00:20:00,194463
2450674,2024-10-24 23:50:00,194293
2450654,2024-10-24 23:40:00,194231
2450634,2024-10-24 23:30:00,193942
2450616,2024-10-24 23:20:00,193746
2450594,2024-10-24 23:10:00,193575
2450554,2024-10-24 23:00:00,193439
2450534,2024-10-24 22:50:00,193086
2450516,2024-10-24 22:40:00,192755
2450494,2024-10-24 22:30:00,192541
2450474,2024-10-24 22:20:00,191957
2450456,2024-10-24 22:10:00,191367
2450414,2024-10-24 22:00:00,190638
2450396,2024-10-24 21:50:00,189907
2450376,2024-10-24 21:40:00,189615
2450354,2024-10-24 21:30:00,189205
2450334,2024-10-24 21:20:00,189333
2450316,2024-10-24 21:10:00,189771
2450274,2024-10-24 21:00:00,190067
2450254,2024-10-24 20:50:00,190440
2450234,2024-10-24 20:40:00,191004
2450214,2024-10-24 20:30:00,191402
2450194,2024-10-24 20:20:00,191733
2450174,2024-10-24 20:10:00,192001
2450134,2024-10-24 20:00:00,192404
2450114,2024-10-24 19:50:00,192629
2450096,2024-10-24 19:40:00,192585
2450074,2024-10-24 19:30:00,192227
2450054,2024-10-24 19:20:00,191797
2450034,2024-10-24 19:10:00,191702
2449994,2024-10-24 19:00:00,191502
2449974,2024-10-24 18:50:00,191390
2449956,2024-10-24 18:40:00,191238
2449934,2024-10-24 18:30:00,191412
2449911,2024-10-24 18:20:00,191661
2449894,2024-10-24 18:10:00,191863
2449856,2024-10-24 18:00:00,192122
2449836,2024-10-24 17:50:00,192229
2449814,2024-10-24 17:40:00,192601
2449796,2024-10-24 17:30:00,192352
2449774,2024-10-24 17:20:00,192785
2449754,2024-10-24 17:10:00,192556
2449714,2024-10-24 17:00:00,192346
2449694,2024-10-24 16:50:00,191957
2449674,2024-10-24 16:40:00,192319
2449654,2024-10-24 16:30:00,192167
2449634,2024-10-24 16:20:00,191616
2449616,2024-10-24 16:10:00,191328
2449574,2024-10-24 16:00:00,190913
2449554,2024-10-24 15:50:00,191180
2449534,2024-10-24 15:40:00,191486
2449514,2024-10-24 15:30:00,191294
2449496,2024-10-24 15:20:00,191338
2449476,2024-10-24 15:10:00,191516
2449436,2024-10-24 15:00:00,191880
2449414,2024-10-24 14:50:00,192192
2449394,2024-10-24 14:40:00,192008
2449374,2024-10-24 14:30:00,191576
2449356,2024-10-24 14:20:00,190778
2449336,2024-10-24 14:10:00,190588
2449294,2024-10-24 14:00:00,189913
2449274,2024-10-24 13:50:00,189782
2449254,2024-10-24 13:40:00,188952
2449234,2024-10-24 13:30:00,188492
2449214,2024-10-24 13:20:00,187786
2449191,2024-10-24 13:10:00,186701
2449154,2024-10-24 13:00:00,186427
2449134,2024-10-24 12:50:00,186133
2449114,2024-10-24 12:40:00,185909
2449094,2024-10-24 12:30:00,185354
2449074,2024-10-24 12:20:00,184295
2449056,2024-10-24 12:10:00,183406
2449014,2024-10-24 12:00:00,182782
2448994,2024-10-24 11:50:00,182191
2448974,2024-10-24 11:40:00,181424
2448954,2024-10-24 11:30:00,178953
2448934,2024-10-24 11:20:00,177926
2448914,2024-10-24 11:10:00,176060
2448874,2024-10-24 11:00:00,173627
2448856,2024-10-24 10:50:00,172709
2448834,2024-10-24 10:40:00,170193
2448814,2024-10-24 10:30:00,168181
2448794,2024-10-24 10:20:00,166972
2448774,2024-10-24 10:10:00,165413
2448736,2024-10-24 10:00:00,163444
2448716,2024-10-24 09:50:00,161190
2448696,2024-10-24 09:40:00,159336
2448676,2024-10-24 09:30:00,156602
2448654,2024-10-24 09:20:00,154774
2448634,2024-10-24 09:10:00,152745
2448594,2024-10-24 09:00:00,151233
2448574,2024-10-24 08:50:00,150081
2448554,2024-10-24 08:40:00,149533
2448534,2024-10-24 08:30:00,149230
2448514,2024-10-24 08:20:00,149480
2448496,2024-10-24 08:10:00,149136
2448454,2024-10-24 08:00:00,149035
2448436,2024-10-24 07:50:00,150012
2448416,2024-10-24 07:40:00,151524
2448394,2024-10-24 07:30:00,152716
2448374,2024-10-24 07:20:00,154956
2448356,2024-10-24 07:10:00,158284
2448314,2024-10-24 07:00:00,160493
2448294,2024-10-24 06:50:00,161986
2448276,2024-10-24 06:40:00,163301
2448256,2024-10-24 06:30:00,163124
2448236,2024-10-24 06:20:00,164464
2448214,2024-10-24 06:10:00,164429
2448174,2024-10-24 06:00:00,164700
2448156,2024-10-24 05:50:00,165207
2448136,2024-10-24 05:40:00,164837
2448116,2024-10-24 05:30:00,165311
2448094,2024-10-24 05:20:00,166495
2448074,2024-10-24 05:10:00,167133
2448034,2024-10-24 05:00:00,167888
2448016,2024-10-24 04:50:00,167829
2447996,2024-10-24 04:40:00,168881
2447976,2024-10-24 04:30:00,169103
2447954,2024-10-24 04:20:00,168803
2447934,2024-10-24 04:10:00,168348
2447894,2024-10-24 04:00:00,168893
2447874,2024-10-24 03:50:00,169053
2447854,2024-10-24 03:40:00,167853
2447834,2024-10-24 03:30:00,167644
2447814,2024-10-24 03:20:00,169241
2447794,2024-10-24 03:10:00,170046
2447756,2024-10-24 03:00:00,169881
2447734,2024-10-24 02:50:00,169803
2447714,2024-10-24 02:40:00,169378
2447694,2024-10-24 02:30:00,169266
2447671,2024-10-24 02:20:00,168734
2447651,2024-10-24 02:10:00,167163
2447616,2024-10-24 02:00:00,165966
2447596,2024-10-24 01:50:00,164579
2447576,2024-10-24 01:40:00,161361
2447556,2024-10-24 01:30:00,158458
2447536,2024-10-24 01:20:00,156232
2447516,2024-10-24 01:10:00,155657
2447476,2024-10-24 01:00:00,154636
2447456,2024-10-24 00:50:00,154119
2447436,2024-10-24 00:40:00,153562
2447416,2024-10-24 00:30:00,153016
2447396,2024-10-24 00:20:00,151212
2447341,2024-10-23 23:50:00,146277
2447321,2024-10-23 23:40:00,144958
2447301,2024-10-23 23:30:00,145645
2447281,2024-10-23 23:20:00,145101
2447261,2024-10-23 23:10:00,144135
2447221,2024-10-23 23:00:00,144633
2447201,2024-10-23 22:50:00,144879
2447181,2024-10-23 22:40:00,144568
2447161,2024-10-23 22:30:00,141636
2447141,2024-10-23 22:20:00,139551
2447121,2024-10-23 22:10:00,137253
2447081,2024-10-23 22:00:00,135080
2447061,2024-10-23 21:50:00,129350
2447041,2024-10-23 21:40:00,128489
2447021,2024-10-23 21:30:00,125191
2447001,2024-10-23 21:20:00,119674
2446981,2024-10-23 21:10:00,117021
2446941,2024-10-23 21:00:00,112797
2446921,2024-10-23 20:50:00,111199
2446901,2024-10-23 20:40:00,109125
2446881,2024-10-23 20:30:00,109530
2446861,2024-10-23 20:20:00,109940
2446841,2024-10-23 20:10:00,110702
2446801,2024-10-23 20:00:00,107803
2446781,2024-10-23 19:50:00,106221
2446761,2024-10-23 19:40:00,106303
2446741,2024-10-23 19:30:00,103320
2446721,2024-10-23 19:20:00,98744
2446699,2024-10-23 19:10:00,88334
2446661,2024-10-23 18:50:00,89527
2446641,2024-10-23 18:40:00,89967
2446618,2024-10-23 18:30:00,87673
2446601,2024-10-23 18:20:00,86435
2446581,2024-10-23 18:10:00,86637
2446541,2024-10-23 18:00:00,85913
2446521,2024-10-23 17:50:00,85610
2446501,2024-10-23 17:40:00,84193
2446481,2024-10-23 17:30:00,82330
2446461,2024-10-23 17:20:00,79472
2446441,2024-10-23 17:10:00,78266
2446401,2024-10-23 17:00:00,76278
2446381,2024-10-23 16:50:00,74927
2446361,2024-10-23 16:40:00,76631
2446341,2024-10-23 16:30:00,77933
2446321,2024-10-23 16:20:00,79777
2446301,2024-10-23 16:10:00,82193
2446261,2024-10-23 16:00:00,84994
2446241,2024-10-23 15:50:00,88699
2446223,2024-10-23 15:40:00,91716
2446201,2024-10-23 15:30:00,95254
2446181,2024-10-23 15:20:00,98423
2446161,2024-10-23 15:10:00,99778
2446118,2024-10-23 15:00:00,100388
2446101,2024-10-23 14:50:00,101288
2446078,2024-10-23 14:40:00,102620
2446061,2024-10-23 14:30:00,102295
2446041,2024-10-23 14:20:00,101844
2446021,2024-10-23 14:10:00,103349
2445981,2024-10-23 14:00:00,103488
2445961,2024-10-23 13:50:00,107547
2445941,2024-10-23 13:40:00,108586
2445921,2024-10-23 13:30:00,109857
2445901,2024-10-23 13:20:00,112638
2445883,2024-10-23 13:10:00,117329
2445841,2024-10-23 13:00:00,118846
2445821,2024-10-23 12:50:00,122097
2445801,2024-10-23 12:40:00,125966
2445781,2024-10-23 12:30:00,129328
2445761,2024-10-23 12:20:00,132771
2445741,2024-10-23 12:10:00,136618
2445701,2024-10-23 12:00:00,140265
2445683,2024-10-23 11:50:00,144599
2445663,2024-10-23 11:40:00,148102
2445640,2024-10-23 11:30:00,149656
2445621,2024-10-23 11:20:00,152011
2445603,2024-10-23 11:10:00,154644
2445561,2024-10-23 11:00:00,158249
2445541,2024-10-23 10:50:00,160017
2445521,2024-10-23 10:40:00,163852
2445503,2024-10-23 10:30:00,166218
2445481,2024-10-23 10:20:00,167068
2445461,2024-10-23 10:10:00,167096
2445421,2024-10-23 10:00:00,167690
2445401,2024-10-23 09:50:00,166985
2445381,2024-10-23 09:40:00,166517
2445361,2024-10-23 09:30:00,166151
2445341,2024-10-23 09:20:00,168136
2445323,2024-10-23 09:10:00,168637
2445281,2024-10-23 09:00:00,168983
2445263,2024-10-23 08:50:00,169020
2445243,2024-10-23 08:40:00,168979
2445223,2024-10-23 08:30:00,168024
2445203,2024-10-23 08:20:00,167899
2445181,2024-10-23 08:10:00,168598
2445143,2024-10-23 08:00:00,168596
2445121,2024-10-23 07:50:00,168651
2445103,2024-10-23 07:40:00,169037
2445081,2024-10-23 07:30:00,168867
2445061,2024-10-23 07:20:00,169828
2445043,2024-10-23 07:10:00,171245
2445001,2024-10-23 07:00:00,171773
2444983,2024-10-23 06:50:00,173110
2444961,2024-10-23 06:40:00,174381
2444941,2024-10-23 06:30:00,175580
2444921,2024-10-23 06:20:00,175392
2444903,2024-10-23 06:10:00,176494
2444861,2024-10-23 06:00:00,178009
2444841,2024-10-23 05:50:00,179204
2444821,2024-10-23 05:40:00,179907
2444801,2024-10-23 05:30:00,181471
2444778,2024-10-23 05:20:00,182890
2444761,2024-10-23 05:10:00,183643
2444720,2024-10-23 05:00:00,184738
2444701,2024-10-23 04:50:00,185598
2444681,2024-10-23 04:40:00,186561
2444661,2024-10-23 04:30:00,187074
2444641,2024-10-23 04:20:00,187908
2444621,2024-10-23 04:10:00,189165
2444581,2024-10-23 04:00:00,190091
2444561,2024-10-23 03:50:00,190662
2444541,2024-10-23 03:40:00,191232
2444521,2024-10-23 03:30:00,191935
2444501,2024-10-23 03:20:00,192172
2444483,2024-10-23 03:10:00,192636
2444441,2024-10-23 03:00:00,193003
2444421,2024-10-23 02:50:00,193507
2444403,2024-10-23 02:40:00,194133
2444381,2024-10-23 02:30:00,194619
2444361,2024-10-23 02:20:00,194518
2444341,2024-10-23 02:10:00,194357
2440262,2024-10-20 05:10:00,196152
2440222,2024-10-20 05:00:00,196150
2440202,2024-10-20 04:50:00,195704
2440182,2024-10-20 04:40:00,194718
2439920,2024-10-20 00:30:00,196065
2439900,2024-10-20 00:25:00,196028
2439882,2024-10-20 00:20:00,196035
2439862,2024-10-20 00:10:00,195943
2439849,2024-10-20 00:00:00,195913
2439829,2024-10-19 23:50:00,195710
2439809,2024-10-19 23:40:00,195333
2439791,2024-10-19 23:30:00,194886
2439769,2024-10-19 23:20:00,195070
2439751,2024-10-19 23:10:00,194840
2439706,2024-10-19 23:00:00,194245
2439689,2024-10-19 22:50:00,194434
2439669,2024-10-19 22:40:00,194290
2439651,2024-10-19 22:30:00,194428
2439631,2024-10-19 22:20:00,193907
2439609,2024-10-19 22:10:00,193582
2439569,2024-10-19 22:00:00,193230
2439549,2024-10-19 21:50:00,193477
2439531,2024-10-19 21:40:00,194027
2439509,2024-10-19 21:30:00,194171
2439491,2024-10-19 21:20:00,194652
2439469,2024-10-19 21:10:00,195075
2439431,2024-10-19 21:00:00,195174
2439409,2024-10-19 20:50:00,195319
2439389,2024-10-19 20:40:00,194961
2439369,2024-10-19 20:30:00,194425
2439349,2024-10-19 20:20:00,194118
2439329,2024-10-19 20:10:00,192853
2439289,2024-10-19 20:00:00,190343
2439269,2024-10-19 19:50:00,188256
2439251,2024-10-19 19:40:00,186869
2439229,2024-10-19 19:30:00,185475
2439209,2024-10-19 19:20:00,184056
2439191,2024-10-19 19:10:00,182528
2439149,2024-10-19 19:00:00,181399
2439129,2024-10-19 18:50:00,180165
2439109,2024-10-19 18:40:00,178921
2439089,2024-10-19 18:30:00,176632
2439069,2024-10-19 18:20:00,175334
2439049,2024-10-19 18:10:00,172956
2439009,2024-10-19 18:00:00,170999
2438989,2024-10-19 17:50:00,168308
2438969,2024-10-19 17:40:00,166004
2438949,2024-10-19 17:30:00,163742
2438931,2024-10-19 17:20:00,162274
2438911,2024-10-19 17:10:00,162603
2438869,2024-10-19 17:00:00,162752
2438849,2024-10-19 16:50:00,163813
2438829,2024-10-19 16:40:00,164714
2438809,2024-10-19 16:30:00,166439
2438789,2024-10-19 16:20:00,166943
2438769,2024-10-19 16:10:00,166676
2438729,2024-10-19 16:00:00,167184
2438709,2024-10-19 15:50:00,167745
2438691,2024-10-19 15:40:00,166867
2438669,2024-10-19 15:30:00,166148
2438649,2024-10-19 15:20:00,166459
2438631,2024-10-19 15:10:00,165682
2438589,2024-10-19 15:00:00,166148
2438571,2024-10-19 14:50:00,168828
2438551,2024-10-19 14:40:00,170282
2438531,2024-10-19 14:30:00,172892
2438509,2024-10-19 14:20:00,175916
2438489,2024-10-19 14:10:00,178149
2438449,2024-10-19 14:00:00,180231
2438429,2024-10-19 13:50:00,181236
2438409,2024-10-19 13:40:00,182257
2438391,2024-10-19 13:30:00,183283
2438371,2024-10-19 13:20:00,184705
2438349,2024-10-19 13:10:00,185703
2438309,2024-10-19 13:00:00,184710
2438289,2024-10-19 12:50:00,184420
2438269,2024-10-19 12:40:00,183475
2438249,2024-10-19 12:30:00,182121
2438229,2024-10-19 12:20:00,181773
2438211,2024-10-19 12:10:00,181352
2438169,2024-10-19 12:00:00,181134
2438149,2024-10-19 11:50:00,181079
2438131,2024-10-19 11:40:00,180878
2438109,2024-10-19 11:30:00,181086
2438089,2024-10-19 11:20:00,181634
2438071,2024-10-19 11:10:00,182277
2438029,2024-10-19 11:00:00,183541
2438011,2024-10-19 10:50:00,184466
2437989,2024-10-19 10:40:00,185714
2437969,2024-10-19 10:30:00,186696
2437949,2024-10-19 10:20:00,188148
2437931,2024-10-19 10:10:00,189257
2437889,2024-10-19 10:00:00,191061
2437869,2024-10-19 09:50:00,192567
2437851,2024-10-19 09:40:00,193641
2437829,2024-10-19 09:30:00,194453
2437811,2024-10-19 09:20:00,194801
2437789,2024-10-19 09:10:00,194542
2437749,2024-10-19 09:00:00,193874
2437731,2024-10-19 08:50:00,193434
2437709,2024-10-19 08:40:00,192557
2437691,2024-10-19 08:30:00,192369
2437671,2024-10-19 08:20:00,191970
2437649,2024-10-19 08:10:00,191374
2437611,2024-10-19 08:00:00,191217
2437589,2024-10-19 07:50:00,190459
2437571,2024-10-19 07:40:00,191112
2437549,2024-10-19 07:30:00,192064
2437531,2024-10-19 07:20:00,192309
2437509,2024-10-19 07:10:00,192970
2437469,2024-10-19 07:00:00,193372
2437451,2024-10-19 06:50:00,192976
2437429,2024-10-19 06:40:00,192893
2437409,2024-10-19 06:30:00,191630
2437391,2024-10-19 06:20:00,191356
2437371,2024-10-19 06:10:00,191097
2437329,2024-10-19 06:00:00,191212
2437311,2024-10-19 05:50:00,190905
2437289,2024-10-19 05:40:00,189911
2437269,2024-10-19 05:30:00,188969
2437249,2024-10-19 05:20:00,188255
2437229,2024-10-19 05:10:00,188553
2437191,2024-10-19 05:00:00,188335
2437169,2024-10-19 04:50:00,188776
2437151,2024-10-19 04:40:00,187869
2437127,2024-10-19 04:30:00,187762
2437109,2024-10-19 04:25:00,188110
2437087,2024-10-19 04:20:00,188337
2437069,2024-10-19 04:15:00,188048
2437051,2024-10-19 04:10:00,188117
2437009,2024-10-19 04:00:00,186572
2436989,2024-10-19 03:50:00,186592
2436967,2024-10-19 03:40:00,186825
2436947,2024-10-19 03:35:00,186911
2436927,2024-10-19 03:30:00,186705
2436909,2024-10-19 03:25:00,186919
2436889,2024-10-19 03:20:00,186937
2436869,2024-10-19 03:10:00,186660
2436827,2024-10-19 03:00:00,186547
2436807,2024-10-19 02:55:00,186913
2436787,2024-10-19 02:50:00,186808
2436767,2024-10-19 02:45:00,186887
2436749,2024-10-19 02:40:00,186868
2436728,2024-10-19 02:30:00,186545
2436708,2024-10-19 02:20:00,187026
2436685,2024-10-19 02:10:00,187809
2436646,2024-10-19 02:00:00,188401
2436626,2024-10-19 01:55:00,188902
2436606,2024-10-19 01:50:00,189554
2436586,2024-10-19 01:45:00,190070
2436568,2024-10-19 01:40:00,190809
2436546,2024-10-19 01:35:00,190878
2436526,2024-10-19 01:30:00,191210
2436508,2024-10-19 01:25:00,191274
2436486,2024-10-19 01:20:00,191301
2436465,2024-10-19 01:15:00,191348
2436445,2024-10-19 01:10:00,191668
2436425,2024-10-19 01:05:00,191767
2436385,2024-10-19 01:00:00,191749
2436365,2024-10-19 00:55:00,191767
2436345,2024-10-19 00:50:00,191983
2436325,2024-10-19 00:45:00,192056
2436304,2024-10-19 00:40:00,192196
2436284,2024-10-19 00:35:00,192305
2436264,2024-10-19 00:30:00,192392
2436244,2024-10-19 00:25:00,192546
2436225,2024-10-19 00:20:00,192607
2436204,2024-10-19 00:15:00,192818
2436184,2024-10-19 00:10:00,192779
2436162,2024-10-19 00:05:00,192763
2436127,2024-10-18 23:55:00,192962
2436107,2024-10-18 23:50:00,193153
2436087,2024-10-18 23:45:00,193001
2436069,2024-10-18 23:40:00,192837
2436049,2024-10-18 23:30:00,192721
2436027,2024-10-18 23:20:00,192697
2436007,2024-10-18 23:15:00,192768
2435987,2024-10-18 23:10:00,192467
2435967,2024-10-18 23:05:00,192247
2435927,2024-10-18 23:00:00,192079
2435907,2024-10-18 22:55:00,191840
2435887,2024-10-18 22:50:00,191741
2435867,2024-10-18 22:45:00,191430
2435847,2024-10-18 22:40:00,191044
2435827,2024-10-18 22:35:00,190863
2435807,2024-10-18 22:30:00,190902
2435786,2024-10-18 22:25:00,190864
2435766,2024-10-18 22:20:00,190828
2435746,2024-10-18 22:15:00,190945
2435725,2024-10-18 22:10:00,191062
2435705,2024-10-18 22:05:00,190952
2435661,2024-10-18 22:00:00,190834
2435640,2024-10-18 21:55:00,190676
2435619,2024-10-18 21:50:00,190657
2435598,2024-10-18 21:45:00,190613
2435578,2024-10-18 21:40:00,190473
2435557,2024-10-18 21:35:00,190665
2435537,2024-10-18 21:30:00,190606
2435517,2024-10-18 21:25:00,190720
2435497,2024-10-18 21:20:00,190625
2435476,2024-10-18 21:15:00,190483
2435456,2024-10-18 21:10:00,190095
2435435,2024-10-18 21:05:00,189740
2435394,2024-10-18 21:00:00,189665
2435373,2024-10-18 20:55:00,189423
2435348,2024-10-18 20:50:00,188918
2435330,2024-10-18 20:45:00,188355
2435309,2024-10-18 20:40:00,187860
2435288,2024-10-18 20:35:00,187152
2435268,2024-10-18 20:30:00,186135
2435247,2024-10-18 20:25:00,185810
2435227,2024-10-18 20:20:00,185350
2435206,2024-10-18 20:15:00,184347
2435185,2024-10-18 20:10:00,184082
2435166,2024-10-18 20:05:00,183658
2435124,2024-10-18 20:00:00,183601
2435103,2024-10-18 19:55:00,183647
2435079,2024-10-18 19:50:00,183042
2435062,2024-10-18 19:45:00,182839
2435043,2024-10-18 19:40:00,182705
2435020,2024-10-18 19:35:00,182412
2434997,2024-10-18 19:30:00,181706
2434979,2024-10-18 19:25:00,181435
2434955,2024-10-18 19:20:00,180903
2434937,2024-10-18 19:15:00,180625
2434916,2024-10-18 19:10:00,181082
2434896,2024-10-18 19:05:00,180941
2434855,2024-10-18 19:00:00,181186
2434835,2024-10-18 18:55:00,181302
2434814,2024-10-18 18:50:00,181090
2434796,2024-10-18 18:45:00,180928
2434773,2024-10-18 18:40:00,181217
2434752,2024-10-18 18:35:00,181398
2434730,2024-10-18 18:30:00,181736
2434709,2024-10-18 18:25:00,181651
2434689,2024-10-18 18:20:00,182250
2434669,2024-10-18 18:15:00,182321
2434649,2024-10-18 18:10:00,182485
2434628,2024-10-18 18:05:00,182095
2434588,2024-10-18 18:00:00,181438
2434566,2024-10-18 17:55:00,180381
2434546,2024-10-18 17:50:00,179759
2434526,2024-10-18 17:45:00,179087
2434506,2024-10-18 17:40:00,178679
2434483,2024-10-18 17:35:00,178438
2434463,2024-10-18 17:30:00,178536
2434442,2024-10-18 17:25:00,177822
2434421,2024-10-18 17:20:00,177094
2434400,2024-10-18 17:15:00,175985
2434380,2024-10-18 17:10:00,175657
2434360,2024-10-18 17:05:00,175226
2434320,2024-10-18 17:00:00,175442
2434300,2024-10-18 16:55:00,175102
2434280,2024-10-18 16:50:00,175156
2434260,2024-10-18 16:45:00,174764
2434240,2024-10-18 16:40:00,174782
