id,date_time
1987351,2024-04-27 12:00:00
1987333,2024-04-27 11:55:00
1987317,2024-04-27 11:50:00
1987299,2024-04-27 11:40:00
1987279,2024-04-27 11:30:00
1987261,2024-04-27 11:25:00
1987243,2024-04-27 11:20:00
1987227,2024-04-27 11:15:00
1987207,2024-04-27 11:10:00
1987191,2024-04-27 11:05:00
1987161,2024-04-27 11:00:00
1987143,2024-04-27 10:55:00
1987125,2024-04-27 10:50:00
1987107,2024-04-27 10:45:00
1987089,2024-04-27 10:40:00
1987071,2024-04-27 10:35:00
1987055,2024-04-27 10:30:00
1987037,2024-04-27 10:25:00
1987019,2024-04-27 10:20:00
1986999,2024-04-27 10:15:00
1986981,2024-04-27 10:10:00
1986963,2024-04-27 10:05:00
1986935,2024-04-27 10:00:00
1986917,2024-04-27 09:55:00
1986900,2024-04-27 09:50:00
1986880,2024-04-27 09:45:00
1986862,2024-04-27 09:40:00
1986844,2024-04-27 09:35:00
1986826,2024-04-27 09:30:00
1986805,2024-04-27 09:25:00
1986790,2024-04-27 09:20:00
1986772,2024-04-27 09:15:00
1986754,2024-04-27 09:10:00
1986736,2024-04-27 09:05:00
1986708,2024-04-27 09:00:00
1986690,2024-04-27 08:55:00
1986672,2024-04-27 08:50:00
1986654,2024-04-27 08:45:00
1986636,2024-04-27 08:40:00
1986617,2024-04-27 08:35:00
1986598,2024-04-27 08:30:00
1986580,2024-04-27 08:25:00
1986561,2024-04-27 08:20:00
1986544,2024-04-27 08:10:00
1986523,2024-04-27 08:05:00
1986498,2024-04-27 08:00:00
1986480,2024-04-27 07:55:00
1986459,2024-04-27 07:50:00
1986444,2024-04-27 07:45:00
1986426,2024-04-27 07:40:00
1986408,2024-04-27 07:35:00
1986389,2024-04-27 07:30:00
1986367,2024-04-27 07:25:00
1986351,2024-04-27 07:20:00
1986332,2024-04-27 07:15:00
1986310,2024-04-27 07:10:00
1986296,2024-04-27 07:05:00
1986265,2024-04-27 07:00:00
1986247,2024-04-27 06:55:00
1986226,2024-04-27 06:50:00
1986211,2024-04-27 06:45:00
1986193,2024-04-27 06:40:00
1986175,2024-04-27 06:35:00
1986157,2024-04-27 06:30:00
1986141,2024-04-27 06:25:00
1986121,2024-04-27 06:20:00
1986103,2024-04-27 06:15:00
1986085,2024-04-27 06:10:00
1986066,2024-04-27 06:05:00
1986034,2024-04-27 06:00:00
1986018,2024-04-27 05:55:00
1985999,2024-04-27 05:50:00
1985980,2024-04-27 05:45:00
1985961,2024-04-27 05:40:00
1985942,2024-04-27 05:35:00
1985923,2024-04-27 05:30:00
1985904,2024-04-27 05:25:00
1985886,2024-04-27 05:20:00
1985868,2024-04-27 05:15:00
1985849,2024-04-27 05:10:00
1985828,2024-04-27 05:05:00
1985803,2024-04-27 05:00:00
1985785,2024-04-27 04:55:00
1985764,2024-04-27 04:50:00
1985749,2024-04-27 04:45:00
1985731,2024-04-27 04:40:00
1985713,2024-04-27 04:35:00
1985695,2024-04-27 04:30:00
1985679,2024-04-27 04:25:00
1985659,2024-04-27 04:20:00
1985641,2024-04-27 04:15:00
1985625,2024-04-27 04:10:00
1985605,2024-04-27 04:05:00
1985579,2024-04-27 04:00:00
1985561,2024-04-27 03:55:00
1985540,2024-04-27 03:50:00
1985523,2024-04-27 03:45:00
1985502,2024-04-27 03:40:00
1985483,2024-04-27 03:35:00
1985465,2024-04-27 03:30:00
1985447,2024-04-27 03:25:00
1985429,2024-04-27 03:20:00
1985411,2024-04-27 03:15:00
1985393,2024-04-27 03:10:00
1985375,2024-04-27 03:05:00
1985347,2024-04-27 03:00:00
1985329,2024-04-27 02:55:00
1985311,2024-04-27 02:50:00
1985290,2024-04-27 02:45:00
1985277,2024-04-27 02:40:00
1985257,2024-04-27 02:30:00
1985241,2024-04-27 02:25:00
1985223,2024-04-27 02:20:00
1985203,2024-04-27 02:15:00
1985187,2024-04-27 02:10:00
1985159,2024-04-27 02:00:00
1985141,2024-04-27 01:50:00
1985125,2024-04-27 01:40:00
1985105,2024-04-27 01:30:00
1985087,2024-04-27 01:20:00
1985069,2024-04-27 01:10:00
1985041,2024-04-27 01:00:00
1985023,2024-04-27 00:50:00
1985005,2024-04-27 00:40:00
1984987,2024-04-27 00:30:00
1984958,2024-04-26 23:30:00
1984930,2024-04-26 23:00:00
1984912,2024-04-26 22:50:00
1984894,2024-04-26 22:40:00
1984878,2024-04-26 22:30:00
1984858,2024-04-26 22:20:00
1984840,2024-04-26 22:10:00
1984822,2024-04-26 22:05:00
1984792,2024-04-26 22:00:00
1984774,2024-04-26 21:55:00
1984758,2024-04-26 21:50:00
1984740,2024-04-26 21:40:00
1984722,2024-04-26 21:30:00
1984704,2024-04-26 21:20:00
1984686,2024-04-26 21:10:00
1984658,2024-04-26 21:00:00
1984638,2024-04-26 20:30:00
1984620,2024-04-26 20:25:00
1984602,2024-04-26 20:20:00
1984584,2024-04-26 20:15:00
1984568,2024-04-26 20:10:00
1984540,2024-04-26 20:00:00
1984524,2024-04-26 19:30:00
1984494,2024-04-26 19:00:00
1984473,2024-04-26 18:30:00
1984445,2024-04-26 18:00:00
1984430,2024-04-26 17:30:00
1984402,2024-04-26 17:00:00
1984384,2024-04-26 16:50:00
1984366,2024-04-26 16:40:00
1984348,2024-04-26 16:30:00
1984330,2024-04-26 16:20:00
1984309,2024-04-26 16:10:00
1984284,2024-04-26 16:00:00
1984266,2024-04-26 15:50:00
1984248,2024-04-26 15:40:00
1984230,2024-04-26 15:30:00
1984212,2024-04-26 15:20:00
1984194,2024-04-26 15:10:00
1984166,2024-04-26 15:00:00
1984146,2024-04-26 14:50:00
1984130,2024-04-26 14:45:00
1984110,2024-04-26 14:40:00
1984092,2024-04-26 14:35:00
1984076,2024-04-26 14:30:00
1984053,2024-04-26 14:25:00
1984035,2024-04-26 14:20:00
1984020,2024-04-26 14:15:00
1984002,2024-04-26 14:10:00
1983984,2024-04-26 14:05:00
1983956,2024-04-26 14:00:00
1983940,2024-04-26 13:55:00
1983920,2024-04-26 13:50:00
1983904,2024-04-26 13:45:00
1983884,2024-04-26 13:40:00
1983866,2024-04-26 13:35:00
1983848,2024-04-26 13:30:00
1983830,2024-04-26 13:25:00
1983812,2024-04-26 13:20:00
1983796,2024-04-26 13:15:00
1983776,2024-04-26 13:10:00
1983759,2024-04-26 13:05:00
1983728,2024-04-26 13:00:00
1983712,2024-04-26 12:55:00
1983694,2024-04-26 12:50:00
1983676,2024-04-26 12:45:00
1983656,2024-04-26 12:40:00
1983638,2024-04-26 12:35:00
1983620,2024-04-26 12:30:00
1983604,2024-04-26 12:25:00
1983586,2024-04-26 12:20:00
1983568,2024-04-26 12:15:00
1983548,2024-04-26 12:10:00
1983530,2024-04-26 12:05:00
1983502,2024-04-26 12:00:00
1983484,2024-04-26 11:55:00
1983463,2024-04-26 11:50:00
1983445,2024-04-26 11:45:00
1983430,2024-04-26 11:40:00
1983412,2024-04-26 11:35:00
1983396,2024-04-26 11:30:00
1983376,2024-04-26 11:20:00
1983358,2024-04-26 11:15:00
1983340,2024-04-26 11:10:00
1983322,2024-04-26 11:05:00
1983296,2024-04-26 11:00:00
1983276,2024-04-26 10:50:00
1983258,2024-04-26 10:45:00
1983240,2024-04-26 10:40:00
1983222,2024-04-26 10:35:00
1983204,2024-04-26 10:30:00
1983185,2024-04-26 10:25:00
1983169,2024-04-26 10:20:00
1983149,2024-04-26 10:15:00
1983131,2024-04-26 10:10:00
1983113,2024-04-26 10:05:00
1983084,2024-04-26 10:00:00
1983066,2024-04-26 09:55:00
1983048,2024-04-26 09:50:00
1983030,2024-04-26 09:45:00
1983014,2024-04-26 09:40:00
1982996,2024-04-26 09:30:00
1982968,2024-04-26 09:00:00
1982950,2024-04-26 08:30:00
1982922,2024-04-26 08:00:00
1982904,2024-04-26 07:30:00
1982876,2024-04-26 07:00:00
1982858,2024-04-26 06:30:00
1982830,2024-04-26 06:00:00
1982809,2024-04-26 05:30:00
1982781,2024-04-26 05:00:00
1982766,2024-04-26 04:30:00
1982735,2024-04-26 04:00:00
1982720,2024-04-26 03:30:00
1982692,2024-04-26 03:00:00
1982674,2024-04-26 02:30:00
1982646,2024-04-26 02:00:00
1982630,2024-04-26 01:30:00
1982600,2024-04-26 01:00:00
1982582,2024-04-26 00:30:00
1982553,2024-04-25 23:30:00
1982523,2024-04-25 23:00:00
1982507,2024-04-25 22:30:00
1982479,2024-04-25 22:00:00
1982461,2024-04-25 21:30:00
1982431,2024-04-25 21:00:00
1982415,2024-04-25 20:30:00
1982385,2024-04-25 20:00:00
1982367,2024-04-25 19:30:00
1982339,2024-04-25 19:00:00
1982321,2024-04-25 18:30:00
1982293,2024-04-25 18:00:00
1982275,2024-04-25 17:30:00
1982257,2024-04-25 17:20:00
1982241,2024-04-25 17:10:00
1982211,2024-04-25 17:00:00
1982195,2024-04-25 16:50:00
1982175,2024-04-25 16:40:00
1982159,2024-04-25 16:30:00
1982141,2024-04-25 16:20:00
1982121,2024-04-25 16:10:00
1982093,2024-04-25 16:00:00
1982075,2024-04-25 15:50:00
1982057,2024-04-25 15:40:00
1982039,2024-04-25 15:30:00
1982021,2024-04-25 15:20:00
1982005,2024-04-25 15:10:00
1981975,2024-04-25 15:00:00
1981957,2024-04-25 14:50:00
1981939,2024-04-25 14:40:00
1981921,2024-04-25 14:30:00
1981903,2024-04-25 14:25:00
1981880,2024-04-25 14:20:00
1981865,2024-04-25 14:15:00
1981851,2024-04-25 14:10:00
1981821,2024-04-25 14:00:00
1981803,2024-04-25 13:50:00
1981785,2024-04-25 13:40:00
1981769,2024-04-25 13:30:00
1981749,2024-04-25 13:20:00
1981733,2024-04-25 13:10:00
1981705,2024-04-25 13:00:00
1981685,2024-04-25 12:50:00
1981669,2024-04-25 12:40:00
1981651,2024-04-25 12:30:00
1981631,2024-04-25 12:20:00
1981615,2024-04-25 12:10:00
1981585,2024-04-25 12:00:00
1981569,2024-04-25 11:50:00
1981549,2024-04-25 11:40:00
1981531,2024-04-25 11:30:00
1981513,2024-04-25 11:20:00
1981495,2024-04-25 11:10:00
1981469,2024-04-25 11:00:00
1981451,2024-04-25 10:50:00
1981433,2024-04-25 10:40:00
1981415,2024-04-25 10:30:00
1981397,2024-04-25 10:20:00
1981377,2024-04-25 10:10:00
1981349,2024-04-25 10:00:00
1981331,2024-04-25 09:50:00
1981315,2024-04-25 09:40:00
1981295,2024-04-25 09:30:00
1981279,2024-04-25 09:20:00
1981259,2024-04-25 09:10:00
1981233,2024-04-25 09:00:00
1981211,2024-04-25 08:50:00
1981195,2024-04-25 08:45:00
1981175,2024-04-25 08:40:00
1981158,2024-04-25 08:35:00
1981143,2024-04-25 01:15:00
1981125,2024-04-25 00:55:00
1981104,2024-04-25 00:45:00
1981087,2024-04-25 00:35:00
1981066,2024-04-25 00:30:00
1981048,2024-04-25 00:25:00
1981030,2024-04-25 00:20:00
1981012,2024-04-25 00:15:00
1980997,2024-04-25 00:10:00
1980981,2024-04-25 00:05:00
1980948,2024-04-24 23:55:00
1980930,2024-04-24 23:50:00
1980912,2024-04-24 23:45:00
1980894,2024-04-24 23:40:00
1980876,2024-04-24 23:35:00
1980855,2024-04-24 23:30:00
1980837,2024-04-24 23:25:00
1980819,2024-04-24 23:20:00
1980804,2024-04-24 23:15:00
1980786,2024-04-24 23:10:00
1980765,2024-04-24 23:05:00
1980740,2024-04-24 23:00:00
1980722,2024-04-24 22:55:00
1980704,2024-04-24 22:50:00
1980683,2024-04-24 22:45:00
1980665,2024-04-24 22:40:00
1980650,2024-04-24 22:35:00
1980629,2024-04-24 22:30:00
1980611,2024-04-24 22:25:00
1980596,2024-04-24 22:20:00
1980575,2024-04-24 22:15:00
1980560,2024-04-24 22:10:00
1980542,2024-04-24 22:05:00
1980513,2024-04-24 22:00:00
1980495,2024-04-24 21:55:00
1980477,2024-04-24 21:50:00
1980459,2024-04-24 21:45:00
1980441,2024-04-24 21:40:00
1980423,2024-04-24 21:35:00
1980407,2024-04-24 21:30:00
1980389,2024-04-24 21:20:00
1980369,2024-04-24 21:10:00
1980348,2024-04-24 21:05:00
1980323,2024-04-24 21:00:00
1980302,2024-04-24 20:55:00
1980287,2024-04-24 20:50:00
1980269,2024-04-24 20:45:00
1980251,2024-04-24 20:40:00
1980235,2024-04-24 20:35:00
1980212,2024-04-24 20:30:00
1980197,2024-04-24 20:25:00
1980176,2024-04-24 20:20:00
1980161,2024-04-24 20:15:00
1980143,2024-04-24 20:10:00
1980122,2024-04-24 20:05:00
1980097,2024-04-24 20:00:00
1980079,2024-04-24 19:55:00
1980061,2024-04-24 19:50:00
1980043,2024-04-24 19:45:00
1980025,2024-04-24 19:40:00
1980007,2024-04-24 19:35:00
1979986,2024-04-24 19:30:00
1979971,2024-04-24 19:25:00
1979953,2024-04-24 19:20:00
1979935,2024-04-24 19:15:00
1979917,2024-04-24 19:10:00
1979899,2024-04-24 19:05:00
1979871,2024-04-24 19:00:00
1979850,2024-04-24 18:55:00
1979835,2024-04-24 18:50:00
1979817,2024-04-24 18:45:00
1979796,2024-04-24 18:40:00
1979778,2024-04-24 18:35:00
1979760,2024-04-24 18:30:00
1979742,2024-04-24 18:25:00
1979724,2024-04-24 18:20:00
1979709,2024-04-24 18:15:00
1979688,2024-04-24 18:10:00
1979670,2024-04-24 18:05:00
1979647,2024-04-24 18:00:00
1979627,2024-04-24 17:55:00
1979609,2024-04-24 17:50:00
1979591,2024-04-24 17:45:00
1979573,2024-04-24 17:40:00
1979555,2024-04-24 17:35:00
1979534,2024-04-24 17:30:00
1979516,2024-04-24 17:25:00
1979503,2024-04-24 17:20:00
1979480,2024-04-24 17:10:00
1979462,2024-04-24 17:05:00
1979437,2024-04-24 17:00:00
1979416,2024-04-24 16:55:00
1979401,2024-04-24 16:50:00
1979383,2024-04-24 16:45:00
1979365,2024-04-24 16:40:00
1979344,2024-04-24 16:35:00
1979329,2024-04-24 16:30:00
1979311,2024-04-24 16:25:00
1979293,2024-04-24 16:20:00
1979275,2024-04-24 16:15:00
1979254,2024-04-24 16:10:00
1979239,2024-04-24 16:05:00
1979211,2024-04-24 16:00:00
1979190,2024-04-24 15:55:00
1979175,2024-04-24 15:50:00
1979159,2024-04-24 15:45:00
1979139,2024-04-24 15:40:00
1979121,2024-04-24 15:35:00
1979103,2024-04-24 15:30:00
1979085,2024-04-24 15:25:00
1979069,2024-04-24 15:20:00
1979049,2024-04-24 15:15:00
1979028,2024-04-24 15:10:00
1979013,2024-04-24 15:05:00
1978987,2024-04-24 15:00:00
1978967,2024-04-24 14:50:00
1978949,2024-04-24 14:45:00
1978933,2024-04-24 14:40:00
1978913,2024-04-24 14:35:00
1978895,2024-04-24 14:30:00
1978874,2024-04-24 14:25:00
1978856,2024-04-24 14:20:00
1978841,2024-04-24 14:15:00
1978823,2024-04-24 14:10:00
1978805,2024-04-24 14:05:00
1978777,2024-04-24 14:00:00
1978759,2024-04-24 13:55:00
1978741,2024-04-24 13:50:00
1978720,2024-04-24 13:45:00
1978702,2024-04-24 13:40:00
1978687,2024-04-24 13:35:00
1978671,2024-04-24 13:30:00
1978651,2024-04-24 13:20:00
1978633,2024-04-24 13:15:00
1978615,2024-04-24 13:10:00
1978594,2024-04-24 13:05:00
1978569,2024-04-24 13:00:00
1978551,2024-04-24 12:55:00
1978535,2024-04-24 12:50:00
1978515,2024-04-24 12:45:00
1978497,2024-04-24 12:40:00
1978479,2024-04-24 12:35:00
1978461,2024-04-24 12:30:00
1978443,2024-04-24 12:25:00
1978425,2024-04-24 12:20:00
1978407,2024-04-24 12:15:00
1978389,2024-04-24 12:10:00
1978371,2024-04-24 12:05:00
1978343,2024-04-24 12:00:00
1978325,2024-04-24 11:55:00
1978307,2024-04-24 11:50:00
1978289,2024-04-24 11:45:00
1978273,2024-04-24 11:40:00
1978253,2024-04-24 11:35:00
1978235,2024-04-24 11:30:00
1978217,2024-04-24 11:25:00
1978199,2024-04-24 11:20:00
1978183,2024-04-24 11:15:00
1978160,2024-04-24 11:10:00
1978142,2024-04-24 11:05:00
1978117,2024-04-24 11:00:00
1978099,2024-04-24 10:55:00
1978078,2024-04-24 10:50:00
1978063,2024-04-24 10:45:00
1978047,2024-04-24 10:40:00
1978027,2024-04-24 10:30:00
1978009,2024-04-24 10:25:00
1977991,2024-04-24 10:20:00
1977973,2024-04-24 10:15:00
1977952,2024-04-24 10:10:00
1977937,2024-04-24 10:05:00
1977909,2024-04-24 10:00:00
1977891,2024-04-24 09:55:00
1977873,2024-04-24 09:50:00
1977855,2024-04-24 09:45:00
1977839,2024-04-24 09:40:00
1977818,2024-04-24 09:30:00
1977801,2024-04-24 09:20:00
1977783,2024-04-24 09:15:00
1977765,2024-04-24 09:10:00
1977747,2024-04-24 09:05:00
1977719,2024-04-24 09:00:00
1977701,2024-04-24 08:55:00
1977683,2024-04-24 08:50:00
1977665,2024-04-24 08:45:00
1977644,2024-04-24 08:40:00
1977629,2024-04-24 08:35:00
1977608,2024-04-24 08:30:00
1977590,2024-04-24 08:25:00
1977575,2024-04-24 08:20:00
1977557,2024-04-24 08:15:00
1977539,2024-04-24 08:10:00
1977518,2024-04-24 08:05:00
1977490,2024-04-24 08:00:00
1977475,2024-04-24 07:55:00
1977457,2024-04-24 07:50:00
1977439,2024-04-24 07:45:00
1977421,2024-04-24 07:40:00
1977400,2024-04-24 07:35:00
1977382,2024-04-24 07:30:00
1977364,2024-04-24 07:25:00
1977346,2024-04-24 07:20:00
1977331,2024-04-24 07:15:00
1977313,2024-04-24 07:10:00
1977295,2024-04-24 07:05:00
1977267,2024-04-24 07:00:00
1977246,2024-04-24 06:55:00
1977231,2024-04-24 06:50:00
1977213,2024-04-24 06:45:00
1977192,2024-04-24 06:40:00
1977174,2024-04-24 06:35:00
1977159,2024-04-24 06:30:00
1977138,2024-04-24 06:25:00
1977125,2024-04-24 06:20:00
1977102,2024-04-24 06:15:00
1977087,2024-04-24 06:10:00
1977066,2024-04-24 06:05:00
1977041,2024-04-24 06:00:00
1977023,2024-04-24 05:55:00
1977005,2024-04-24 05:50:00
1976987,2024-04-24 05:45:00
1976969,2024-04-24 05:40:00
1976951,2024-04-24 05:35:00
1976930,2024-04-24 05:30:00
1976915,2024-04-24 05:25:00
1976897,2024-04-24 05:20:00
1976879,2024-04-24 05:15:00
1976861,2024-04-24 05:10:00
1976840,2024-04-24 05:05:00
1976814,2024-04-24 05:00:00
1976794,2024-04-24 04:50:00
1976779,2024-04-24 04:45:00
1976761,2024-04-24 04:40:00
1976743,2024-04-24 04:35:00
1976722,2024-04-24 04:30:00
1976707,2024-04-24 04:25:00
1976686,2024-04-24 04:20:00
1976671,2024-04-24 04:15:00
1976653,2024-04-24 04:10:00
1976632,2024-04-24 04:05:00
1976604,2024-04-24 04:00:00
1976589,2024-04-24 03:55:00
1976571,2024-04-24 03:50:00
1976554,2024-04-24 03:45:00
1976530,2024-04-24 03:40:00
1976514,2024-04-24 03:35:00
1976496,2024-04-24 03:30:00
1976478,2024-04-24 03:25:00
1976462,2024-04-24 03:20:00
1976439,2024-04-24 03:10:00
1976424,2024-04-24 03:05:00
1976396,2024-04-24 03:00:00
1976378,2024-04-24 02:55:00
1976360,2024-04-24 02:50:00
1976342,2024-04-24 02:45:00
1976324,2024-04-24 02:40:00
1976306,2024-04-24 02:35:00
1976288,2024-04-24 02:30:00
1976270,2024-04-24 02:25:00
1976252,2024-04-24 02:20:00
1976234,2024-04-24 02:15:00
1976218,2024-04-24 02:10:00
1976190,2024-04-24 02:00:00
1976172,2024-04-24 01:50:00
1976149,2024-04-24 01:40:00
1976134,2024-04-24 01:35:00
1976116,2024-04-24 01:30:00
1976098,2024-04-24 01:25:00
1976080,2024-04-24 01:20:00
1976062,2024-04-24 01:15:00
1976044,2024-04-24 01:10:00
1976026,2024-04-24 01:05:00
1976000,2024-04-24 01:00:00
1975982,2024-04-24 00:50:00
1975964,2024-04-24 00:40:00
1975946,2024-04-24 00:30:00
1975928,2024-04-24 00:20:00
1975910,2024-04-24 00:10:00
1975879,2024-04-23 23:50:00
1975861,2024-04-23 23:40:00
1975843,2024-04-23 23:30:00
1975825,2024-04-23 23:20:00
1975807,2024-04-23 23:10:00
1975779,2024-04-23 23:00:00
1975761,2024-04-23 22:30:00
1975743,2024-04-23 22:20:00
1975725,2024-04-23 22:10:00
1975697,2024-04-23 22:00:00
1975679,2024-04-23 21:30:00
1975651,2024-04-23 21:00:00
1975633,2024-04-23 20:40:00
1975615,2024-04-23 20:30:00
1975594,2024-04-23 20:20:00
1975579,2024-04-23 20:10:00
1975551,2024-04-23 20:00:00
1975533,2024-04-23 19:50:00
1975515,2024-04-23 19:40:00
1975497,2024-04-23 19:30:00
1975479,2024-04-23 19:20:00
1975461,2024-04-23 19:10:00
1975433,2024-04-23 19:00:00
1975415,2024-04-23 18:50:00
1975397,2024-04-23 18:40:00
1975379,2024-04-23 18:30:00
1975359,2024-04-23 18:20:00
1975338,2024-04-23 18:15:00
