Starting job 1013352
Training with:
    architecture = [32, 32],
    stride = 2,
    filter_size = [3, 3],
    leaky_slope = 0.2,
    max_pool = True,
    layer norm = True,
    loss = BCELoss(),
    batch size = 64,
    num_epochs = 1,
    scheduled_sampling = False,
    bias = True,
    transpose = True,
    use_lstm_output = False,
    scheduler = False,
    initial_lr = 0.01,
    gamma = 0.5.

CUDA is available!
Data shape: (20, 10000, 64, 64)
Epoch [1/1], Batch [2141], Loss: 50870.882812
Epoch [1/1], Batch [2151], Loss: 48174.910156
Epoch [1/1], Batch [2161], Loss: 48943.046875
Epoch [1/1], Batch [2171], Loss: 50039.531250
Epoch [1/1], Batch [2181], Loss: 50945.171875
Epoch [1/1], Batch [2191], Loss: 52132.929688
Epoch [1/1], Batch [2201], Loss: 49808.437500
Epoch [1/1], Batch [2211], Loss: 50954.550781
Epoch [1/1], Batch [2221], Loss: 48177.718750
Epoch [1/1], Batch [2231], Loss: 49401.820312
Epoch [1/1], Batch [2241], Loss: 47485.140625
Seq_Len: 2, Epoch [1/1] - Average Train Loss: 52199.1329
Seq_Len: 2, Epoch [1/1] - Average Test Loss: 49214.4924
Elapsed time: 424.25 seconds
Seq_Len: 2, Epoch [1/1] - Average Validation Loss: 49817.9208
Elapsed time: 442.88 seconds

Training with sequence length 3.
Epoch [1/1], Batch [1], Loss: 98557.312500
Epoch [1/1], Batch [11], Loss: 94355.195312
Epoch [1/1], Batch [21], Loss: 92753.031250
Epoch [1/1], Batch [31], Loss: 89173.703125
Epoch [1/1], Batch [41], Loss: 86435.734375
Epoch [1/1], Batch [51], Loss: 86572.015625
Epoch [1/1], Batch [61], Loss: 83487.148438
Epoch [1/1], Batch [71], Loss: 85725.093750
Epoch [1/1], Batch [81], Loss: 89863.664062
Epoch [1/1], Batch [91], Loss: 82612.375000
Epoch [1/1], Batch [101], Loss: 85737.523438
Epoch [1/1], Batch [111], Loss: 87847.250000
Epoch [1/1], Batch [121], Loss: 82804.640625
Epoch [1/1], Batch [131], Loss: 86504.218750
Epoch [1/1], Batch [141], Loss: 86092.718750
Epoch [1/1], Batch [151], Loss: 84543.523438
Epoch [1/1], Batch [161], Loss: 84217.156250
Epoch [1/1], Batch [171], Loss: 82092.148438
Epoch [1/1], Batch [181], Loss: 91717.148438
Epoch [1/1], Batch [191], Loss: 84101.937500
Epoch [1/1], Batch [201], Loss: 87179.687500
Epoch [1/1], Batch [211], Loss: 84477.851562
Epoch [1/1], Batch [221], Loss: 84559.468750
Epoch [1/1], Batch [231], Loss: 86209.484375
Epoch [1/1], Batch [241], Loss: 84280.578125
Epoch [1/1], Batch [251], Loss: 84421.906250
Epoch [1/1], Batch [261], Loss: 81253.906250
Epoch [1/1], Batch [271], Loss: 84108.867188
Epoch [1/1], Batch [281], Loss: 85180.726562
Epoch [1/1], Batch [291], Loss: 85994.210938
Epoch [1/1], Batch [301], Loss: 83166.085938
Epoch [1/1], Batch [311], Loss: 85979.265625
Epoch [1/1], Batch [321], Loss: 83006.882812
Epoch [1/1], Batch [331], Loss: 82705.093750
Epoch [1/1], Batch [341], Loss: 83077.070312
Epoch [1/1], Batch [351], Loss: 86032.812500
Epoch [1/1], Batch [361], Loss: 85039.875000
Epoch [1/1], Batch [371], Loss: 84214.710938
Epoch [1/1], Batch [381], Loss: 80669.734375
Epoch [1/1], Batch [391], Loss: 82563.171875
Epoch [1/1], Batch [401], Loss: 82817.593750
Epoch [1/1], Batch [411], Loss: 84038.382812
Epoch [1/1], Batch [421], Loss: 81362.929688
Epoch [1/1], Batch [431], Loss: 80071.570312
Epoch [1/1], Batch [441], Loss: 84970.859375
Epoch [1/1], Batch [451], Loss: 84684.226562
Epoch [1/1], Batch [461], Loss: 79687.250000
Epoch [1/1], Batch [471], Loss: 79521.320312
Epoch [1/1], Batch [481], Loss: 82914.265625
Epoch [1/1], Batch [491], Loss: 82237.070312
Epoch [1/1], Batch [501], Loss: 86439.953125
Epoch [1/1], Batch [511], Loss: 79948.000000
Epoch [1/1], Batch [521], Loss: 83994.851562
Epoch [1/1], Batch [531], Loss: 79976.273438
Epoch [1/1], Batch [541], Loss: 79950.515625
Epoch [1/1], Batch [551], Loss: 84372.812500
Epoch [1/1], Batch [561], Loss: 82259.484375
Epoch [1/1], Batch [571], Loss: 85070.429688
Epoch [1/1], Batch [581], Loss: 83749.632812
Epoch [1/1], Batch [591], Loss: 79747.671875
Epoch [1/1], Batch [601], Loss: 88667.640625
Epoch [1/1], Batch [611], Loss: 81695.234375
Epoch [1/1], Batch [621], Loss: 81947.750000
Epoch [1/1], Batch [631], Loss: 78291.242188
Epoch [1/1], Batch [641], Loss: 81319.429688
Epoch [1/1], Batch [651], Loss: 83699.820312
Epoch [1/1], Batch [661], Loss: 82145.898438
Epoch [1/1], Batch [671], Loss: 82721.640625
Epoch [1/1], Batch [681], Loss: 77951.531250
Epoch [1/1], Batch [691], Loss: 82780.601562
Epoch [1/1], Batch [701], Loss: 81030.335938
Epoch [1/1], Batch [711], Loss: 84906.039062
Epoch [1/1], Batch [721], Loss: 84618.507812
Epoch [1/1], Batch [731], Loss: 84958.968750
Epoch [1/1], Batch [741], Loss: 81995.335938
Epoch [1/1], Batch [751], Loss: 81268.734375
Epoch [1/1], Batch [761], Loss: 80056.085938
Epoch [1/1], Batch [771], Loss: 80404.031250
Epoch [1/1], Batch [781], Loss: 80908.125000
Epoch [1/1], Batch [791], Loss: 82502.593750
Epoch [1/1], Batch [801], Loss: 81393.625000
Epoch [1/1], Batch [811], Loss: 81863.148438
Epoch [1/1], Batch [821], Loss: 80694.234375
Epoch [1/1], Batch [831], Loss: 81752.953125
Epoch [1/1], Batch [841], Loss: 80234.914062
Epoch [1/1], Batch [851], Loss: 81377.101562
Epoch [1/1], Batch [861], Loss: 79100.312500
Epoch [1/1], Batch [871], Loss: 84661.609375
Epoch [1/1], Batch [881], Loss: 82428.656250
Epoch [1/1], Batch [891], Loss: 81581.351562
Epoch [1/1], Batch [901], Loss: 76706.031250
Epoch [1/1], Batch [911], Loss: 83501.765625
Epoch [1/1], Batch [921], Loss: 80467.343750
Epoch [1/1], Batch [931], Loss: 77324.859375
Epoch [1/1], Batch [941], Loss: 80974.343750
Epoch [1/1], Batch [951], Loss: 80024.460938
Epoch [1/1], Batch [961], Loss: 77941.734375
Epoch [1/1], Batch [971], Loss: 79820.921875
Epoch [1/1], Batch [981], Loss: 75907.656250
Epoch [1/1], Batch [991], Loss: 81413.570312
Epoch [1/1], Batch [1001], Loss: 78743.203125
Epoch [1/1], Batch [1011], Loss: 84153.578125
Epoch [1/1], Batch [1021], Loss: 79650.414062
Epoch [1/1], Batch [1031], Loss: 81647.820312
Epoch [1/1], Batch [1041], Loss: 80133.453125
Epoch [1/1], Batch [1051], Loss: 82971.187500
Epoch [1/1], Batch [1061], Loss: 75627.882812
Epoch [1/1], Batch [1071], Loss: 78823.265625
Epoch [1/1], Batch [1081], Loss: 79331.023438
Epoch [1/1], Batch [1091], Loss: 82646.234375
Epoch [1/1], Batch [1101], Loss: 80240.695312
Epoch [1/1], Batch [1111], Loss: 76708.140625
Epoch [1/1], Batch [1121], Loss: 82134.703125
Epoch [1/1], Batch [1131], Loss: 82731.562500
Epoch [1/1], Batch [1141], Loss: 79523.640625
Epoch [1/1], Batch [1151], Loss: 78340.304688
Epoch [1/1], Batch [1161], Loss: 80553.429688
Epoch [1/1], Batch [1171], Loss: 79468.203125
Epoch [1/1], Batch [1181], Loss: 81722.656250
Epoch [1/1], Batch [1191], Loss: 81228.203125
Epoch [1/1], Batch [1201], Loss: 81423.210938
Epoch [1/1], Batch [1211], Loss: 81853.156250
Epoch [1/1], Batch [1221], Loss: 80670.015625
Epoch [1/1], Batch [1231], Loss: 79285.046875
Epoch [1/1], Batch [1241], Loss: 79559.992188
Epoch [1/1], Batch [1251], Loss: 78280.015625
Epoch [1/1], Batch [1261], Loss: 78522.437500
Epoch [1/1], Batch [1271], Loss: 75532.421875
Epoch [1/1], Batch [1281], Loss: 81545.500000
Epoch [1/1], Batch [1291], Loss: 78537.515625
Epoch [1/1], Batch [1301], Loss: 79675.281250
Epoch [1/1], Batch [1311], Loss: 79252.687500
Epoch [1/1], Batch [1321], Loss: 78762.523438
Epoch [1/1], Batch [1331], Loss: 77068.562500
Epoch [1/1], Batch [1341], Loss: 76278.437500
Epoch [1/1], Batch [1351], Loss: 78476.171875
Epoch [1/1], Batch [1361], Loss: 79164.859375
Epoch [1/1], Batch [1371], Loss: 78585.171875
Epoch [1/1], Batch [1381], Loss: 77719.273438
Epoch [1/1], Batch [1391], Loss: 74425.585938
Epoch [1/1], Batch [1401], Loss: 80650.210938
Epoch [1/1], Batch [1411], Loss: 81519.437500
Epoch [1/1], Batch [1421], Loss: 80943.000000
Epoch [1/1], Batch [1431], Loss: 81826.703125
Epoch [1/1], Batch [1441], Loss: 80675.203125
Epoch [1/1], Batch [1451], Loss: 79622.617188
Epoch [1/1], Batch [1461], Loss: 78902.734375
Epoch [1/1], Batch [1471], Loss: 77793.460938
Epoch [1/1], Batch [1481], Loss: 79264.968750
Epoch [1/1], Batch [1491], Loss: 81876.218750
Epoch [1/1], Batch [1501], Loss: 78070.078125
Epoch [1/1], Batch [1511], Loss: 79634.609375
Epoch [1/1], Batch [1521], Loss: 79185.062500
Epoch [1/1], Batch [1531], Loss: 78409.218750
Epoch [1/1], Batch [1541], Loss: 81099.898438
Epoch [1/1], Batch [1551], Loss: 79504.414062
Epoch [1/1], Batch [1561], Loss: 79320.320312
Epoch [1/1], Batch [1571], Loss: 80399.750000
Epoch [1/1], Batch [1581], Loss: 79519.078125
Epoch [1/1], Batch [1591], Loss: 78296.609375
Epoch [1/1], Batch [1601], Loss: 80621.640625
Epoch [1/1], Batch [1611], Loss: 79935.695312
Epoch [1/1], Batch [1621], Loss: 77385.734375
Epoch [1/1], Batch [1631], Loss: 77169.640625
Epoch [1/1], Batch [1641], Loss: 78892.867188
Epoch [1/1], Batch [1651], Loss: 78084.281250
Epoch [1/1], Batch [1661], Loss: 82184.265625
Epoch [1/1], Batch [1671], Loss: 76778.218750
Epoch [1/1], Batch [1681], Loss: 81099.484375
Epoch [1/1], Batch [1691], Loss: 80748.351562
Epoch [1/1], Batch [1701], Loss: 81738.015625
Epoch [1/1], Batch [1711], Loss: 83994.726562
Epoch [1/1], Batch [1721], Loss: 77070.734375
Epoch [1/1], Batch [1731], Loss: 79425.812500
Epoch [1/1], Batch [1741], Loss: 81271.156250
Epoch [1/1], Batch [1751], Loss: 81484.906250
Epoch [1/1], Batch [1761], Loss: 79280.125000
Epoch [1/1], Batch [1771], Loss: 78918.039062
Epoch [1/1], Batch [1781], Loss: 76514.156250
Epoch [1/1], Batch [1791], Loss: 77400.218750
Epoch [1/1], Batch [1801], Loss: 77604.562500
Epoch [1/1], Batch [1811], Loss: 78249.734375
Epoch [1/1], Batch [1821], Loss: 81550.390625
Epoch [1/1], Batch [1831], Loss: 76815.093750
Epoch [1/1], Batch [1841], Loss: 76970.593750
Epoch [1/1], Batch [1851], Loss: 77459.937500
Epoch [1/1], Batch [1861], Loss: 80370.734375
Epoch [1/1], Batch [1871], Loss: 76547.531250
Epoch [1/1], Batch [1881], Loss: 77090.460938
Epoch [1/1], Batch [1891], Loss: 80631.007812
Epoch [1/1], Batch [1901], Loss: 81903.046875
Epoch [1/1], Batch [1911], Loss: 81650.062500
Epoch [1/1], Batch [1921], Loss: 79902.132812
Epoch [1/1], Batch [1931], Loss: 80060.296875
Epoch [1/1], Batch [1941], Loss: 77844.234375
Epoch [1/1], Batch [1951], Loss: 77425.304688
Epoch [1/1], Batch [1961], Loss: 75479.750000
Seq_Len: 3, Epoch [1/1] - Average Train Loss: 81300.3465
Seq_Len: 3, Epoch [1/1] - Average Test Loss: 78335.3880
Elapsed time: 967.56 seconds
Seq_Len: 3, Epoch [1/1] - Average Validation Loss: 79034.7358
Elapsed time: 989.62 seconds

Training with sequence length 4.
Epoch [1/1], Batch [1], Loss: 120748.976562
Epoch [1/1], Batch [11], Loss: 117869.625000
Epoch [1/1], Batch [21], Loss: 116356.031250
Epoch [1/1], Batch [31], Loss: 113271.445312
Epoch [1/1], Batch [41], Loss: 116303.945312
Epoch [1/1], Batch [51], Loss: 117563.890625
Epoch [1/1], Batch [61], Loss: 110010.554688
Epoch [1/1], Batch [71], Loss: 110308.828125
Epoch [1/1], Batch [81], Loss: 110680.789062
Epoch [1/1], Batch [91], Loss: 110419.890625
Epoch [1/1], Batch [101], Loss: 114964.507812
Epoch [1/1], Batch [111], Loss: 108810.664062
Epoch [1/1], Batch [121], Loss: 113419.703125
Epoch [1/1], Batch [131], Loss: 111820.507812
Epoch [1/1], Batch [141], Loss: 108501.945312
Epoch [1/1], Batch [151], Loss: 117193.796875
Epoch [1/1], Batch [161], Loss: 114875.062500
Epoch [1/1], Batch [171], Loss: 111552.835938
Epoch [1/1], Batch [181], Loss: 109708.570312
Epoch [1/1], Batch [191], Loss: 107495.031250
Epoch [1/1], Batch [201], Loss: 113983.992188
Epoch [1/1], Batch [211], Loss: 110258.640625
Epoch [1/1], Batch [221], Loss: 110037.671875
Epoch [1/1], Batch [231], Loss: 112765.203125
Epoch [1/1], Batch [241], Loss: 105692.515625
Epoch [1/1], Batch [251], Loss: 110352.359375
Epoch [1/1], Batch [261], Loss: 113693.343750
Epoch [1/1], Batch [271], Loss: 112048.476562
Epoch [1/1], Batch [281], Loss: 106553.242188
Epoch [1/1], Batch [291], Loss: 110850.296875
Epoch [1/1], Batch [301], Loss: 109281.781250
Epoch [1/1], Batch [311], Loss: 115316.062500
Epoch [1/1], Batch [321], Loss: 107381.375000
Epoch [1/1], Batch [331], Loss: 107050.367188
Epoch [1/1], Batch [341], Loss: 112390.101562
Epoch [1/1], Batch [351], Loss: 112872.312500
Epoch [1/1], Batch [361], Loss: 109545.500000
Epoch [1/1], Batch [371], Loss: 107283.867188
Epoch [1/1], Batch [381], Loss: 110288.312500
Epoch [1/1], Batch [391], Loss: 115123.218750
Epoch [1/1], Batch [401], Loss: 111461.906250
Epoch [1/1], Batch [411], Loss: 107247.671875
Epoch [1/1], Batch [421], Loss: 111626.500000
Epoch [1/1], Batch [431], Loss: 108449.734375
Epoch [1/1], Batch [441], Loss: 107854.812500
Epoch [1/1], Batch [451], Loss: 110513.390625
Epoch [1/1], Batch [461], Loss: 108967.484375
Epoch [1/1], Batch [471], Loss: 116465.093750
Epoch [1/1], Batch [481], Loss: 114425.156250
Epoch [1/1], Batch [491], Loss: 109671.257812
Epoch [1/1], Batch [501], Loss: 108976.757812
Epoch [1/1], Batch [511], Loss: 104963.195312
Epoch [1/1], Batch [521], Loss: 108691.609375
Epoch [1/1], Batch [531], Loss: 104885.593750
Epoch [1/1], Batch [541], Loss: 106647.984375
Epoch [1/1], Batch [551], Loss: 111451.039062
Epoch [1/1], Batch [561], Loss: 107329.093750
Epoch [1/1], Batch [571], Loss: 108999.234375
Epoch [1/1], Batch [581], Loss: 103572.328125
Epoch [1/1], Batch [591], Loss: 107075.875000
Epoch [1/1], Batch [601], Loss: 107706.875000
Epoch [1/1], Batch [611], Loss: 106978.328125
Epoch [1/1], Batch [621], Loss: 111604.281250
Epoch [1/1], Batch [631], Loss: 107886.164062
Epoch [1/1], Batch [641], Loss: 113301.664062
Epoch [1/1], Batch [651], Loss: 111159.437500
Epoch [1/1], Batch [661], Loss: 109957.546875
Epoch [1/1], Batch [671], Loss: 106488.968750
Epoch [1/1], Batch [681], Loss: 110828.828125
Epoch [1/1], Batch [691], Loss: 108754.031250
Epoch [1/1], Batch [701], Loss: 106978.304688
Epoch [1/1], Batch [711], Loss: 111456.250000
Epoch [1/1], Batch [721], Loss: 105633.375000
Epoch [1/1], Batch [731], Loss: 111879.578125
Epoch [1/1], Batch [741], Loss: 107859.015625
Epoch [1/1], Batch [751], Loss: 112823.593750
Epoch [1/1], Batch [761], Loss: 110307.671875
Epoch [1/1], Batch [771], Loss: 108570.664062
Epoch [1/1], Batch [781], Loss: 102670.210938
