115.44067796610169 118.83333333333333
110.87395957733693 86.95027644989202
2.150042010724777 2.116623367448169
0.8743386816727606 0.9540785561831368
CUDA is available!
Training with sequence length 2
Epoch [1/1], Batch [1], Loss: 0.2535
Epoch [1/1], Batch [181], Loss: 0.0042
Epoch [1/1], Batch [191], Loss: 0.0054
Epoch [1/1], Batch [201], Loss: 0.0053
Epoch [1/1], Batch [211], Loss: 0.0054
Epoch [1/1], Batch [221], Loss: 0.0054
Epoch [1/1], Batch [231], Loss: 0.0041
Epoch [1/1], Batch [241], Loss: 0.0035
Epoch [1/1], Batch [251], Loss: 0.0039
Epoch [1/1] - Average Train Loss: 0.0046
Epoch [1/1] - Average Test Loss: 0.0043
Training with sequence length 4
Epoch [1/1], Batch [1], Loss: 0.0046
Epoch [1/1], Batch [11], Loss: 0.0041
Epoch [1/1], Batch [21], Loss: 0.0048
Epoch [1/1], Batch [31], Loss: 0.0041
Epoch [1/1], Batch [41], Loss: 0.0055
Epoch [1/1], Batch [51], Loss: 0.0049
Epoch [1/1], Batch [61], Loss: 0.0050
Epoch [1/1], Batch [71], Loss: 0.0045
Epoch [1/1], Batch [81], Loss: 0.0060
Epoch [1/1], Batch [91], Loss: 0.0041
Epoch [1/1], Batch [101], Loss: 0.0036
Epoch [1/1], Batch [111], Loss: 0.0046
Epoch [1/1], Batch [121], Loss: 0.0038
Epoch [1/1], Batch [131], Loss: 0.0043
Epoch [1/1], Batch [141], Loss: 0.0039
Epoch [1/1], Batch [151], Loss: 0.0034
Epoch [1/1], Batch [161], Loss: 0.0045
Epoch [1/1], Batch [171], Loss: 0.0042
Epoch [1/1], Batch [181], Loss: 0.0037
Epoch [1/1], Batch [191], Loss: 0.0038
Epoch [1/1], Batch [201], Loss: 0.0038
Epoch [1/1], Batch [211], Loss: 0.0049
Epoch [1/1], Batch [221], Loss: 0.0036
Epoch [1/1], Batch [231], Loss: 0.0045
Epoch [1/1], Batch [241], Loss: 0.0044
Epoch [1/1], Batch [251], Loss: 0.0050
Epoch [1/1] - Average Train Loss: 0.0043
Epoch [1/1] - Average Test Loss: 0.0041
Training with sequence length 5
Epoch [1/1], Batch [1], Loss: 0.0043
Epoch [1/1], Batch [11], Loss: 0.0046
Epoch [1/1], Batch [21], Loss: 0.0043
Epoch [1/1], Batch [31], Loss: 0.0042
Epoch [1/1], Batch [41], Loss: 0.0040
Epoch [1/1], Batch [51], Loss: 0.0044
Epoch [1/1], Batch [61], Loss: 0.0039
Epoch [1/1], Batch [71], Loss: 0.0044
Epoch [1/1], Batch [81], Loss: 0.0039
Epoch [1/1], Batch [91], Loss: 0.0040
Epoch [1/1], Batch [101], Loss: 0.0035
Epoch [1/1], Batch [111], Loss: 0.0045
Epoch [1/1], Batch [121], Loss: 0.0037
Epoch [1/1], Batch [131], Loss: 0.0048
Epoch [1/1], Batch [141], Loss: 0.0035
Epoch [1/1], Batch [151], Loss: 0.0056
Epoch [1/1], Batch [161], Loss: 0.0047
Epoch [1/1], Batch [171], Loss: 0.0039
Epoch [1/1], Batch [181], Loss: 0.0031
Epoch [1/1], Batch [191], Loss: 0.0040
Epoch [1/1], Batch [201], Loss: 0.0047
Epoch [1/1], Batch [211], Loss: 0.0040
Epoch [1/1], Batch [221], Loss: 0.0038
Epoch [1/1], Batch [231], Loss: 0.0043
Epoch [1/1], Batch [241], Loss: 0.0037
Epoch [1/1], Batch [251], Loss: 0.0033
Epoch [1/1] - Average Train Loss: 0.0042
Epoch [1/1] - Average Test Loss: 0.0041
Training with sequence length 6
Epoch [1/1], Batch [1], Loss: 0.0039
Epoch [1/1], Batch [11], Loss: 0.0053
Epoch [1/1], Batch [21], Loss: 0.0033
Epoch [1/1], Batch [31], Loss: 0.0047
Epoch [1/1], Batch [41], Loss: 0.0040
Epoch [1/1], Batch [51], Loss: 0.0042
Epoch [1/1], Batch [61], Loss: 0.0046
Epoch [1/1], Batch [71], Loss: 0.0046
Epoch [1/1], Batch [81], Loss: 0.0047
Epoch [1/1], Batch [91], Loss: 0.0053
Epoch [1/1], Batch [101], Loss: 0.0038
Epoch [1/1], Batch [111], Loss: 0.0040
Epoch [1/1], Batch [121], Loss: 0.0041
Epoch [1/1], Batch [131], Loss: 0.0038
Epoch [1/1], Batch [141], Loss: 0.0046
Epoch [1/1], Batch [151], Loss: 0.0041
Epoch [1/1], Batch [161], Loss: 0.0032
Epoch [1/1], Batch [171], Loss: 0.0034
Epoch [1/1], Batch [181], Loss: 0.0045
Epoch [1/1], Batch [191], Loss: 0.0049
Epoch [1/1], Batch [201], Loss: 0.0052
Epoch [1/1], Batch [211], Loss: 0.0043
Epoch [1/1], Batch [221], Loss: 0.0045
Epoch [1/1], Batch [231], Loss: 0.0042
Epoch [1/1], Batch [241], Loss: 0.0035
Epoch [1/1], Batch [251], Loss: 0.0035
Epoch [1/1], Batch [261], Loss: 0.0048
Epoch [1/1] - Average Train Loss: 0.0042
Epoch [1/1] - Average Test Loss: 0.0041
Training with sequence length 7
Epoch [1/1], Batch [1], Loss: 0.0039
Epoch [1/1], Batch [11], Loss: 0.0040
Epoch [1/1], Batch [21], Loss: 0.0044
Epoch [1/1], Batch [31], Loss: 0.0041
Epoch [1/1], Batch [41], Loss: 0.0038
Epoch [1/1], Batch [51], Loss: 0.0035
Epoch [1/1], Batch [61], Loss: 0.0040
Epoch [1/1], Batch [71], Loss: 0.0042
Epoch [1/1], Batch [81], Loss: 0.0033
Epoch [1/1], Batch [91], Loss: 0.0044
Epoch [1/1], Batch [101], Loss: 0.0038
Epoch [1/1], Batch [111], Loss: 0.0044
Epoch [1/1], Batch [121], Loss: 0.0030
Epoch [1/1], Batch [131], Loss: 0.0036
Epoch [1/1], Batch [141], Loss: 0.0035
Epoch [1/1], Batch [151], Loss: 0.0037
Epoch [1/1], Batch [161], Loss: 0.0042
Epoch [1/1], Batch [171], Loss: 0.0033
Epoch [1/1], Batch [181], Loss: 0.0044
Epoch [1/1], Batch [191], Loss: 0.0032
Epoch [1/1], Batch [201], Loss: 0.0046
Epoch [1/1], Batch [211], Loss: 0.0046
Epoch [1/1], Batch [221], Loss: 0.0034
Epoch [1/1], Batch [231], Loss: 0.0046
Epoch [1/1], Batch [241], Loss: 0.0043
Epoch [1/1], Batch [251], Loss: 0.0040
Epoch [1/1], Batch [261], Loss: 0.0037
Epoch [1/1] - Average Train Loss: 0.0042
Epoch [1/1] - Average Test Loss: 0.0042
Training with sequence length 8
Epoch [1/1], Batch [1], Loss: 0.0038
Epoch [1/1], Batch [11], Loss: 0.0046
Epoch [1/1], Batch [21], Loss: 0.0037
Epoch [1/1], Batch [31], Loss: 0.0040
Epoch [1/1], Batch [41], Loss: 0.0047
Epoch [1/1], Batch [51], Loss: 0.0044
Epoch [1/1], Batch [61], Loss: 0.0044
Epoch [1/1], Batch [71], Loss: 0.0039
Epoch [1/1], Batch [81], Loss: 0.0040
Epoch [1/1], Batch [91], Loss: 0.0032
Epoch [1/1], Batch [101], Loss: 0.0037
Epoch [1/1], Batch [111], Loss: 0.0044
Epoch [1/1], Batch [121], Loss: 0.0040
Epoch [1/1], Batch [131], Loss: 0.0044
Epoch [1/1], Batch [141], Loss: 0.0041
Epoch [1/1], Batch [151], Loss: 0.0040
Epoch [1/1], Batch [161], Loss: 0.0035
Epoch [1/1], Batch [171], Loss: 0.0047
Epoch [1/1], Batch [181], Loss: 0.0030
Epoch [1/1], Batch [191], Loss: 0.0041
Epoch [1/1], Batch [201], Loss: 0.0044
Epoch [1/1], Batch [211], Loss: 0.0035
Epoch [1/1], Batch [221], Loss: 0.0034
Epoch [1/1], Batch [231], Loss: 0.0042
Epoch [1/1], Batch [241], Loss: 0.0036
Epoch [1/1], Batch [251], Loss: 0.0046
Epoch [1/1], Batch [261], Loss: 0.0038
Epoch [1/1] - Average Train Loss: 0.0041
Epoch [1/1] - Average Test Loss: 0.0040
Training with sequence length 9
Epoch [1/1], Batch [1], Loss: 0.0041
Epoch [1/1], Batch [11], Loss: 0.0053
Epoch [1/1], Batch [21], Loss: 0.0040
Epoch [1/1], Batch [31], Loss: 0.0043
Epoch [1/1], Batch [41], Loss: 0.0043
Epoch [1/1], Batch [51], Loss: 0.0044
Epoch [1/1], Batch [61], Loss: 0.0045
Epoch [1/1], Batch [71], Loss: 0.0054
Epoch [1/1], Batch [81], Loss: 0.0034
Epoch [1/1], Batch [91], Loss: 0.0033
Epoch [1/1], Batch [101], Loss: 0.0036
Epoch [1/1], Batch [111], Loss: 0.0037
Epoch [1/1], Batch [121], Loss: 0.0040
Epoch [1/1], Batch [131], Loss: 0.0036
Epoch [1/1], Batch [141], Loss: 0.0042
Epoch [1/1], Batch [151], Loss: 0.0041
Epoch [1/1], Batch [161], Loss: 0.0039
Epoch [1/1], Batch [171], Loss: 0.0038
Epoch [1/1], Batch [181], Loss: 0.0048
Epoch [1/1], Batch [191], Loss: 0.0051
Epoch [1/1], Batch [201], Loss: 0.0042
Epoch [1/1], Batch [211], Loss: 0.0048
Epoch [1/1], Batch [221], Loss: 0.0042
Epoch [1/1], Batch [231], Loss: 0.0037
Epoch [1/1], Batch [241], Loss: 0.0039
Epoch [1/1], Batch [251], Loss: 0.0046
Epoch [1/1], Batch [261], Loss: 0.0033
Epoch [1/1] - Average Train Loss: 0.0041
Epoch [1/1] - Average Test Loss: 0.0040
Training with sequence length 10
Epoch [1/1], Batch [1], Loss: 0.0035
Epoch [1/1], Batch [11], Loss: 0.0037
Epoch [1/1], Batch [21], Loss: 0.0053
Epoch [1/1], Batch [31], Loss: 0.0049
Epoch [1/1], Batch [41], Loss: 0.0035
Epoch [1/1], Batch [51], Loss: 0.0038
Epoch [1/1], Batch [61], Loss: 0.0044
Epoch [1/1], Batch [71], Loss: 0.0045
Epoch [1/1], Batch [81], Loss: 0.0047
Epoch [1/1], Batch [91], Loss: 0.0050
Epoch [1/1], Batch [101], Loss: 0.0041
Epoch [1/1], Batch [111], Loss: 0.0048
Epoch [1/1], Batch [121], Loss: 0.0037
Epoch [1/1], Batch [131], Loss: 0.0044
Epoch [1/1], Batch [141], Loss: 0.0045
Epoch [1/1], Batch [151], Loss: 0.0037
Epoch [1/1], Batch [161], Loss: 0.0033
Epoch [1/1], Batch [171], Loss: 0.0036
Epoch [1/1], Batch [181], Loss: 0.0035
Epoch [1/1], Batch [191], Loss: 0.0038
Epoch [1/1], Batch [201], Loss: 0.0042
Epoch [1/1], Batch [211], Loss: 0.0040
Epoch [1/1], Batch [221], Loss: 0.0039
Epoch [1/1], Batch [231], Loss: 0.0038
Epoch [1/1], Batch [241], Loss: 0.0041
Epoch [1/1], Batch [251], Loss: 0.0042
Epoch [1/1], Batch [261], Loss: 0.0039
Epoch [1/1], Batch [271], Loss: 0.0037
Epoch [1/1] - Average Train Loss: 0.0041
Epoch [1/1] - Average Test Loss: 0.0040
Training complete!
